pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
5.64,56.0,43.8,225.2,2.87,0.33,KumluTinli,Greyfurt
6.87,70.0,29.2,275.7,2.1,0.29,KilliTinli,Korunga
6.19,47.8,33.7,238.3,2.13,0.18,KumluTinli,Ayva
7.09,77.1,38.8,259.4,3.0,0.35,Tinli,Kenevir
6.98,71.7,43.1,200.5,3.53,0.33,Tinli,Biberiye
6.81,53.6,23.2,245.1,3.54,0.36,KilliTinli,Cay
5.56,70.8,27.1,183.3,3.08,0.15,KilliTinli,OglanOtu
7.43,79.7,25.5,236.7,3.98,0.35,Tinli,Salep
6.98,39.6,17.7,182.4,1.63,0.58,Tinli,Burçak
7.61,53.2,27.4,193.1,2.1,0.48,Killi,Bugday
7.31,34.0,26.1,167.1,1.57,0.95,MilliTinli,Bugday
7.09,61.0,48.8,298.4,2.17,0.59,AgirKilli,Pamuk
7.37,41.2,31.4,201.3,1.31,0.44,Killi,Bezelye
7.5,84.4,33.5,289.3,3.49,0.24,Killi,Aycicegi
7.38,40.4,31.5,189.8,1.82,0.51,Tinli,Misir
7.21,70.2,28.8,250.3,2.27,0.29,KilliTinli,Zeytin
6.91,75.2,33.3,236.3,2.37,0.8,AgirKilli,Susam
6.07,97.7,59.3,249.6,3.24,0.31,MilliTinli,Marul
6.84,73.7,27.1,249.9,3.16,0.69,AgirKilli,SekerPancari
5.65,75.7,40.9,180.8,2.63,0.12,Tinli,Elma
6.93,72.5,40.1,205.5,3.76,0.26,Tinli,Salep
7.08,84.0,50.3,273.3,2.99,0.17,MilliTinli,Turp
6.53,73.7,29.8,188.2,3.77,0.17,Tinli,Cay
6.11,68.3,35.6,299.3,4.09,0.33,KumluTinli,Hiyar
6.67,25.1,30.5,209.6,1.36,0.91,MilliTinli,Fiğ
7.76,37.1,17.7,228.5,2.29,1.07,Killi,Arpa
5.75,65.2,25.2,269.9,2.55,0.21,Tinli,Kusburnu
6.82,96.2,43.4,377.9,2.78,0.23,MilliTinli,Kereviz
6.35,60.6,60.2,268.3,3.73,0.22,KumluTinli,Sarımsak
6.39,60.4,38.2,197.2,3.93,0.3,KilliTinli,Seftali
6.08,44.1,37.9,189.7,2.87,0.25,Tinli,Nane
6.78,60.2,21.1,233.5,3.75,0.22,Tinli,Uzum
7.25,76.9,38.6,240.7,2.4,0.25,KumluTinli,Nar
5.99,73.6,40.6,181.9,2.75,0.36,Tinli,Portakal
6.58,98.8,58.3,280.8,3.86,0.39,KumluTinli,Kereviz
6.04,83.4,53.6,243.6,4.36,0.14,TinliKumlu,Patlican
6.94,58.5,42.3,230.0,2.82,0.31,KilliTinli,Kusburnu
6.77,53.1,20.9,265.3,3.63,0.35,Tinli,Anason
6.81,75.1,57.6,346.2,2.55,0.47,KumluTinli,Ispanak
6.55,93.5,41.0,291.3,3.45,0.41,KumluTinli,Prasa
7.07,78.0,42.0,295.6,3.02,0.31,Tinli,MeyanKoku
7.18,44.2,21.3,195.2,1.69,0.65,MilliTinli,Arpa
6.77,46.4,32.1,169.8,2.22,0.77,Tinli,Bugday
6.04,66.6,31.5,195.9,2.63,0.31,KumluTinli,Rezene
7.46,79.2,41.0,205.9,2.08,0.79,Killi,Soya
6.21,78.5,37.3,191.7,3.71,0.17,KumluTinli,Seftali
6.25,65.2,35.7,246.0,3.93,0.1,KumluTinli,Kereviz
6.19,62.4,36.4,368.9,3.28,0.45,MilliTinli,Kavun
7.35,43.8,25.2,166.0,2.07,0.95,Killi,Mercimek
6.22,72.2,62.8,290.5,3.53,0.16,TinliKumlu,Roka
7.05,55.6,30.4,283.7,2.3,0.26,KilliTinli,Kayisi
6.91,44.0,23.0,276.7,2.49,0.36,KumluTinli,Lavanta
6.51,78.5,56.8,322.1,2.92,0.3,KumluTinli,Prasa
5.62,60.1,40.9,288.1,3.5,0.24,KumluTinli,Erik
6.38,63.3,34.7,263.9,2.18,0.1,KumluTinli,Lavanta
7.01,105.9,62.8,267.2,1.69,0.28,KumluTinli,Karpuz
6.34,73.9,60.9,287.2,2.95,0.1,KumluTinli,Turp
6.51,54.3,31.8,167.5,1.59,1.14,Killi,Celtik
6.91,72.4,38.4,291.0,2.71,0.22,Tinli,Mandalina
7.01,47.7,26.9,177.7,1.8,0.54,Tinli,Bugday
6.07,102.4,57.8,351.9,3.13,0.35,MilliTinli,Maydanoz
6.28,41.1,41.2,211.1,3.2,0.26,Tinli,Kekik
6.04,65.5,49.2,293.2,3.2,0.23,KumluTinli,Lahana
7.07,64.7,23.4,247.6,3.27,0.25,Tinli,Rezene
7.95,77.2,46.6,253.6,2.01,0.26,AgirKilli,Kanola
6.29,56.5,39.1,275.4,3.14,0.12,Tinli,Portakal
6.68,42.0,17.3,188.7,2.19,0.69,Killi,Nohut
5.94,49.0,25.2,228.1,2.61,0.11,KumluTinli,Greyfurt
6.94,82.7,44.8,247.0,3.58,0.29,TinliKumlu,Lahana
7.31,76.6,37.1,273.9,3.25,0.38,Tinli,YemSalgamı
6.93,73.6,39.0,197.0,2.3,0.34,Tinli,AntepFistigi
6.79,61.6,36.2,242.6,3.19,0.32,KilliTinli,YemSalgamı
6.66,98.1,40.4,260.4,2.25,0.36,TinliKumlu,Karpuz
6.98,39.9,16.0,216.6,1.96,1.0,Killi,Nohut
7.08,74.1,41.8,336.8,2.87,0.29,KumluTinli,Domates
6.81,69.2,43.0,259.2,3.16,0.36,MilliTinli,Havuc
7.2,71.1,40.0,228.7,2.7,0.25,KilliTinli,Greyfurt
7.06,63.4,32.3,229.5,3.49,0.37,AgirKilli,Aspir
6.65,70.7,39.1,247.9,3.61,0.23,KumluTinli,Biber
6.13,81.3,59.9,362.3,3.29,0.26,MilliTinli,Ispanak
6.69,75.4,35.9,322.7,4.2,0.31,KumluTinli,Maydanoz
6.75,106.4,45.3,353.1,1.97,0.18,TinliKumlu,Karpuz
7.25,37.0,26.8,212.3,1.81,0.96,Killi,Celtik
7.35,68.3,37.8,231.7,3.49,0.11,KilliTinli,Anason
6.74,74.9,42.2,271.5,3.08,0.13,MilliTinli,Kereviz
6.19,50.8,26.1,202.9,2.19,0.38,KilliTinli,Kivi
5.65,41.6,34.7,240.8,3.79,0.18,KilliTinli,Kayisi
6.56,63.1,37.5,207.2,2.72,0.13,KumluTinli,Kusburnu
7.55,50.0,44.1,202.4,2.58,0.72,AgirKilli,Tütün
7.14,89.7,38.7,266.7,3.46,0.55,AgirKilli,Susam
6.76,66.0,44.1,215.8,2.45,0.4,KumluTinli,Portakal
6.08,49.7,42.4,237.7,3.68,0.13,KilliTinli,Safran
7.75,76.9,26.3,224.6,3.15,0.26,AgirKilli,Kanola
6.74,72.6,27.4,283.4,3.04,0.39,KilliTinli,Cilek
5.65,61.5,33.3,280.1,3.98,0.37,Tinli,Nane
7.15,73.6,29.9,210.7,2.63,0.44,Killi,Keten
6.53,70.2,22.7,251.6,3.53,0.18,Tinli,Anason
6.84,27.3,15.7,203.7,1.99,0.89,Tinli,Bezelye
6.1,73.1,33.0,229.3,2.62,0.16,KilliTinli,Findik
7.43,57.8,25.1,273.6,3.53,0.31,KilliTinli,Portakal
5.65,71.5,31.0,271.3,2.44,0.26,KumluTinli,AntepFistigi
7.08,40.2,24.6,213.8,1.54,0.61,Tinli,Celtik
6.76,74.0,49.3,260.1,3.88,0.15,TinliKumlu,Turp
7.22,41.2,21.0,185.5,1.29,1.02,Killi,Arpa
7.22,67.0,27.3,235.4,2.5,0.26,KumluTinli,Mandalina
6.43,67.8,32.4,273.9,2.93,0.23,KilliTinli,YemSalgamı
6.99,61.5,37.8,192.4,2.85,0.13,Tinli,Incir
7.38,49.1,19.9,189.1,1.55,1.1,Tinli,Cavdar
7.0,74.2,31.7,238.3,3.3,0.34,KilliTinli,Muz
6.54,76.5,36.5,289.0,3.48,0.3,KumluTinli,Kavun
6.9,50.3,30.6,232.4,2.0,0.1,KilliTinli,Findik
7.27,42.0,41.8,261.9,3.74,0.3,KilliTinli,Uzum
6.77,47.7,29.0,177.6,1.99,0.47,Tinli,Cavdar
6.3,101.5,48.6,364.1,3.36,0.14,TinliKumlu,Tere
6.74,78.3,59.6,335.0,3.14,0.17,MilliTinli,Tere
6.73,43.0,21.1,272.4,3.98,0.31,Tinli,Badem
6.87,93.6,47.0,261.4,3.89,0.32,MilliTinli,Ispanak
5.63,73.4,36.0,236.3,2.85,0.17,Tinli,Biberiye
6.61,71.0,31.0,244.5,3.07,0.27,KumluTinli,Muz
6.47,63.1,25.0,282.5,3.98,0.35,Tinli,OglanOtu
6.36,104.9,40.3,251.7,3.77,0.3,MilliTinli,Ispanak
7.43,62.8,25.5,244.8,2.53,0.27,KumluTinli,AdaCayi
7.2,64.5,39.9,196.2,2.68,0.27,Tinli,Safran
6.72,108.3,50.9,326.4,3.97,0.33,TinliKumlu,Tere
7.07,65.1,28.1,316.4,2.99,0.73,Tinli,Tütün
7.78,28.5,26.6,192.1,2.26,1.2,MilliTinli,Nohut
6.94,45.5,25.2,241.9,2.88,0.11,KilliTinli,Portakal
6.38,79.7,21.3,285.2,2.87,0.25,Tinli,Erik
7.17,66.1,39.6,191.0,2.19,0.34,KumluTinli,YemSalgamı
6.72,68.4,26.4,202.0,3.41,0.37,KumluTinli,Lavanta
6.85,79.9,44.7,251.5,3.08,0.3,MilliTinli,Ispanak
6.95,65.0,22.8,253.4,2.42,0.19,KilliTinli,Kekik
6.94,28.5,22.9,172.3,1.33,1.03,Killi,Fiğ
7.06,63.0,44.8,263.7,3.85,0.21,KumluTinli,OglanOtu
6.23,74.7,35.9,268.7,3.79,0.19,Tinli,Findik
7.49,55.6,36.6,277.2,2.48,0.31,Tinli,Zeytin
7.08,49.2,23.7,230.1,1.57,0.31,Tinli,Fasulye
5.71,61.5,23.9,227.8,2.93,0.36,KilliTinli,Nane
6.34,62.7,31.0,254.4,2.27,0.19,Tinli,Kusburnu
6.04,60.2,43.7,295.7,2.18,0.39,KumluTinli,MeyanKoku
6.62,73.8,64.0,298.8,3.7,0.48,KumluTinli,Prasa
6.14,75.6,33.4,294.8,2.4,0.37,KilliTinli,SiloMisiri
6.17,54.9,41.1,206.9,2.49,0.12,KumluTinli,Kiraz
6.0,71.0,25.9,191.4,2.75,0.35,KumluTinli,Rezene
7.11,68.7,36.3,255.4,2.14,0.33,Tinli,Korunga
7.68,57.0,25.8,227.9,2.15,0.34,AgirKilli,Keten
6.95,69.2,24.9,273.4,2.95,0.3,KumluTinli,SiloMisiri
5.86,79.1,37.8,269.2,2.11,0.22,KumluTinli,Uzum
6.86,108.4,59.8,325.0,2.83,0.14,TinliKumlu,Tere
7.77,85.0,28.5,256.6,3.02,0.25,Tinli,Tütün
6.07,98.2,56.6,283.5,4.26,0.4,KumluTinli,Turp
7.27,79.3,44.5,214.4,2.71,0.13,KilliTinli,Kayisi
7.62,43.8,16.8,168.7,1.3,0.34,Tinli,Fasulye
5.77,57.4,30.9,284.4,2.66,0.35,KilliTinli,Mandalina
7.97,80.3,41.7,240.5,2.88,0.42,Tinli,Kenevir
6.92,48.7,23.7,219.8,3.01,0.29,KumluTinli,Nane
6.18,42.5,26.2,269.3,2.01,0.13,KilliTinli,MeyanKoku
7.24,46.3,26.6,197.1,2.09,0.32,Tinli,Misir
6.68,69.7,61.9,280.9,3.23,0.38,TinliKumlu,Ispanak
5.73,62.7,35.3,289.3,3.89,0.34,KilliTinli,Findik
6.6,36.6,32.9,197.1,1.31,0.4,Tinli,Fasulye
7.84,69.2,35.7,212.1,2.61,0.46,Killi,YerFistigi
7.52,50.1,26.4,214.8,1.32,1.09,MilliTinli,Celtik
6.13,67.0,34.7,259.1,2.7,0.14,KumluTinli,Ceviz
7.09,33.8,32.8,191.3,2.1,0.47,Killi,Nohut
6.48,61.2,24.7,233.8,3.36,0.3,KumluTinli,Kayisi
7.86,69.0,43.7,309.0,2.39,0.52,Tinli,Soya
6.54,28.2,25.6,169.1,1.77,0.93,Tinli,Cavdar
7.03,53.1,30.7,291.8,2.54,0.21,KumluTinli,Kusburnu
7.22,52.8,32.3,173.3,2.05,0.68,Tinli,Burçak
7.31,45.2,34.7,178.6,1.72,0.62,Killi,Nohut
7.49,54.7,23.7,224.2,2.11,1.06,Killi,Bezelye
6.98,82.3,61.7,267.5,3.9,0.43,TinliKumlu,Tere
7.5,59.0,30.7,229.2,3.37,0.16,KumluTinli,AdaCayi
6.03,55.3,43.2,256.8,3.6,0.38,KilliTinli,Uzum
7.3,75.2,42.6,193.2,2.27,0.39,KilliTinli,Korunga
6.63,74.4,56.3,329.8,2.83,0.43,MilliTinli,Tere
7.26,67.7,41.9,286.0,2.74,0.4,KumluTinli,Cay
6.69,29.9,30.0,180.2,1.95,0.75,Killi,Fiğ
6.7,66.0,30.4,211.9,3.58,0.19,Tinli,Korunga
6.7,71.4,35.5,251.6,3.36,0.32,KumluTinli,Domates
7.13,49.7,27.2,207.8,2.14,0.37,Tinli,Muz
5.73,40.2,28.4,220.0,2.61,0.24,KilliTinli,Erik
7.33,53.9,33.0,312.7,2.61,0.46,Killi,Soya
7.4,61.4,23.3,224.5,3.51,0.27,Tinli,Kekik
7.69,83.4,42.9,272.9,3.45,0.55,Tinli,Kanola
7.5,51.5,33.6,202.6,2.22,1.05,Killi,Bugday
7.05,74.1,28.1,231.7,2.39,0.12,KumluTinli,Muz
7.09,58.0,42.7,318.9,2.3,0.5,Killi,Soya
6.18,56.7,25.6,210.8,2.06,0.26,Tinli,Uzum
7.64,28.8,25.3,179.5,1.58,1.07,MilliTinli,Yulaf
6.91,53.7,35.0,275.4,2.47,0.66,Killi,Kanola
6.27,77.0,31.0,182.5,2.79,0.12,KilliTinli,Greyfurt
7.38,69.2,31.2,283.1,3.39,0.36,Tinli,Incir
6.93,57.0,33.9,227.6,2.99,0.14,Tinli,Muz
6.54,71.5,24.9,292.5,3.42,0.37,Tinli,Cilek
7.21,57.4,35.1,229.3,2.93,0.17,KumluTinli,Portakal
6.98,60.3,37.8,258.9,2.78,0.24,KumluTinli,Biberiye
6.39,91.1,58.1,332.3,3.97,0.18,TinliKumlu,Biber
7.27,66.7,39.0,218.9,3.66,0.16,KumluTinli,Visne
6.89,74.1,27.8,219.8,2.52,0.17,KumluTinli,Kimyon
6.17,45.7,43.9,284.6,2.19,0.34,KilliTinli,Erik
6.22,98.8,48.8,305.8,4.31,0.45,TinliKumlu,Prasa
6.23,63.3,34.3,270.4,2.3,0.19,Tinli,Kimyon
6.69,81.0,47.6,371.8,3.02,0.39,MilliTinli,TazeSogan
6.15,69.9,44.0,240.8,2.86,0.12,Tinli,Kayisi
6.61,27.5,27.6,226.3,1.97,0.98,Tinli,Bezelye
7.32,26.5,23.4,229.0,2.12,0.31,Killi,Cavdar
6.02,87.6,39.5,345.0,4.47,0.49,KumluTinli,Prasa
7.93,87.7,47.1,310.4,3.15,0.22,Killi,Kanola
6.34,91.8,56.9,251.8,3.34,0.37,KumluTinli,Lahana
7.46,25.6,17.4,173.9,2.2,0.74,Killi,Nohut
7.19,67.3,48.5,277.5,3.21,0.4,Tinli,Kanola
6.06,79.6,21.4,188.7,2.54,0.37,KumluTinli,Cilek
6.27,93.3,56.7,245.3,3.04,0.25,TinliKumlu,Roka
7.44,66.4,23.4,267.2,3.81,0.2,KumluTinli,Limon
5.57,45.7,30.4,275.0,2.16,0.12,Tinli,SiloMisiri
7.42,45.2,35.0,266.7,2.93,0.4,Tinli,Rezene
5.98,60.1,24.6,180.1,3.25,0.15,Tinli,Portakal
6.19,89.0,60.4,273.9,3.9,0.16,MilliTinli,TazeSogan
7.48,60.9,49.4,299.2,3.48,0.38,Killi,Aycicegi
5.53,59.1,22.4,271.2,3.8,0.24,Tinli,OglanOtu
6.82,31.4,22.7,160.5,2.11,0.88,Killi,Fiğ
6.75,110.0,60.2,339.3,3.53,0.31,MilliTinli,Patlican
7.29,46.2,38.4,184.0,2.13,0.28,Tinli,Yonca
7.28,76.9,26.8,289.7,2.9,0.38,Tinli,Salep
7.14,71.8,60.6,360.8,4.5,0.2,KumluTinli,Hiyar
6.82,61.5,37.4,329.0,4.1,0.22,KumluTinli,Tere
7.88,68.0,30.6,312.0,3.2,0.76,AgirKilli,Keten
7.8,69.0,30.1,221.6,2.14,0.52,Killi,SekerPancari
6.57,61.4,61.1,240.4,2.87,0.47,TinliKumlu,Biber
6.64,83.7,44.8,366.5,3.42,0.32,KumluTinli,Hiyar
7.05,74.3,22.0,295.8,3.31,0.11,KilliTinli,Salep
6.33,65.7,24.6,212.4,2.71,0.13,KilliTinli,Findik
6.89,56.6,35.3,255.3,3.25,0.28,Tinli,Kanola
6.06,85.4,59.8,298.5,3.92,0.12,KumluTinli,Domates
6.94,48.1,32.1,242.4,2.05,0.15,KilliTinli,Erik
7.46,84.6,42.5,288.6,2.83,0.5,Tinli,Susam
7.75,30.5,22.1,174.4,1.81,0.64,Killi,Fiğ
6.4,63.4,58.5,331.5,3.88,0.18,TinliKumlu,Roka
7.31,52.7,42.9,191.5,2.85,0.13,KumluTinli,Anason
6.13,76.6,27.8,293.6,3.81,0.24,Tinli,YemSalgamı
7.41,74.7,29.3,231.0,2.75,0.73,Tinli,YerFistigi
7.29,30.1,31.1,186.7,2.26,0.49,Killi,Fiğ
6.81,64.8,49.3,245.7,2.06,0.7,Killi,SekerPancari
6.96,27.4,32.6,180.2,1.83,0.32,Tinli,Yulaf
7.19,70.9,44.8,187.2,3.36,0.24,Tinli,Seftali
5.92,69.8,38.8,287.9,3.66,0.26,Tinli,Elma
5.99,43.2,42.3,207.4,2.33,0.22,KumluTinli,Anason
7.04,106.7,54.5,255.0,4.35,0.46,TinliKumlu,Tere
5.72,42.2,29.3,192.4,2.69,0.11,KilliTinli,Ayva
6.46,65.4,38.5,212.9,2.84,0.21,KumluTinli,SiloMisiri
6.93,39.6,29.1,225.7,1.74,0.59,Killi,Yulaf
5.91,74.2,20.8,205.8,2.64,0.16,Tinli,SiloMisiri
7.04,107.5,41.8,342.0,2.98,0.32,MilliTinli,TazeSogan
7.75,70.4,43.6,227.8,2.71,0.26,Killi,Soya
5.74,53.7,33.3,250.9,2.63,0.23,Tinli,Muz
5.73,70.4,33.1,269.6,3.03,0.24,KilliTinli,Ceviz
6.91,70.2,49.8,214.4,2.79,0.46,Killi,Kenevir
7.07,50.6,30.0,247.1,2.29,0.44,AgirKilli,Soya
5.62,74.2,28.6,206.0,2.99,0.19,KumluTinli,Erik
7.04,26.8,22.6,234.2,2.26,1.12,Killi,Yulaf
7.04,54.3,35.3,287.4,3.93,0.17,KilliTinli,Cay
6.9,46.5,31.1,250.8,2.98,0.3,KumluTinli,Lavanta
6.71,53.1,17.9,168.1,1.95,0.36,Tinli,Fiğ
7.01,73.9,54.0,274.6,3.67,0.36,TinliKumlu,Ispanak
6.85,74.2,37.4,182.8,2.22,0.11,KumluTinli,Salep
7.45,68.5,20.7,286.7,2.93,0.38,KumluTinli,AdaCayi
6.9,77.0,27.9,219.6,2.92,0.38,Tinli,Safran
7.35,76.6,43.5,275.2,2.65,0.67,Tinli,YerFistigi
6.27,67.8,39.8,344.8,2.59,0.5,KumluTinli,Havuc
7.63,40.1,28.4,221.5,1.83,0.84,MilliTinli,Burçak
6.25,75.3,57.2,297.8,4.11,0.42,MilliTinli,TazeSogan
7.4,64.8,49.6,212.7,2.59,0.32,Tinli,Pamuk
5.61,40.7,42.1,246.2,3.91,0.22,Tinli,Limon
6.95,84.1,58.4,276.7,4.39,0.12,MilliTinli,Domates
7.02,64.9,24.6,200.7,3.25,0.18,KumluTinli,Incir
7.3,79.8,28.6,243.5,2.81,0.25,KilliTinli,Korunga
6.15,56.7,37.2,236.0,2.77,0.12,KumluTinli,Limon
7.42,47.0,21.3,205.0,2.08,0.35,KilliTinli,Kiraz
6.12,59.7,34.2,242.8,3.12,0.38,KilliTinli,Greyfurt
6.62,55.0,43.1,203.1,2.33,0.14,KilliTinli,Armut
6.23,42.2,23.0,294.7,3.56,0.11,KilliTinli,Kivi
6.67,61.3,42.7,247.1,4.26,0.36,MilliTinli,Patlican
6.03,79.8,26.1,228.2,3.1,0.12,Tinli,Nane
7.09,83.2,61.8,258.7,4.12,0.12,MilliTinli,Tere
7.58,34.3,21.3,229.4,2.17,0.53,MilliTinli,Arpa
7.16,74.8,43.9,246.0,3.97,0.28,TinliKumlu,Hiyar
7.3,79.4,35.4,265.4,2.59,0.26,KumluTinli,Kayisi
6.62,63.8,22.9,222.8,2.61,0.13,Tinli,Kimyon
6.84,77.3,33.5,289.2,2.85,0.19,KumluTinli,Ceviz
6.04,63.4,49.0,308.4,3.81,0.18,TinliKumlu,Prasa
5.87,44.0,33.0,207.1,2.33,0.31,KumluTinli,Ceviz
7.69,39.5,31.9,233.5,1.22,0.36,MilliTinli,Burçak
7.38,41.3,38.8,254.9,2.57,0.19,KumluTinli,Rezene
7.3,70.0,44.6,258.9,3.44,0.2,Tinli,Susam
7.64,39.8,21.0,237.2,1.45,0.78,Killi,Yulaf
6.89,71.4,30.2,209.3,2.38,0.34,KilliTinli,Lavanta
6.58,54.0,21.8,189.2,1.29,0.69,Tinli,Bezelye
6.35,90.9,58.4,245.7,1.6,0.2,KumluTinli,Karpuz
7.77,50.1,21.0,180.7,1.6,0.81,Tinli,Bezelye
7.48,34.2,33.8,179.1,2.07,1.17,Killi,Celtik
6.28,69.1,26.8,249.7,2.52,0.19,KumluTinli,Cay
6.07,89.1,39.5,329.7,3.45,0.28,TinliKumlu,Biber
6.84,93.8,48.5,378.9,4.42,0.45,KumluTinli,Havuc
5.87,58.8,25.4,243.8,3.12,0.29,Tinli,Cay
6.39,47.1,42.8,200.7,2.67,0.15,KumluTinli,Kestane
5.85,55.9,35.7,191.2,2.54,0.26,KilliTinli,Uzum
7.11,82.9,35.2,293.6,3.69,0.49,KumluTinli,Domates
5.77,41.9,37.2,183.9,3.97,0.13,KilliTinli,Cilek
7.06,57.3,30.4,214.5,3.2,0.28,KumluTinli,Safran
7.21,53.3,29.4,188.3,2.46,0.13,KilliTinli,Biberiye
7.1,62.5,34.7,187.7,2.97,0.32,Tinli,Muz
6.94,105.4,62.3,304.9,4.3,0.14,MilliTinli,Kereviz
7.42,71.2,24.9,293.4,3.2,0.32,KumluTinli,Cilek
6.86,61.9,20.5,249.4,2.36,0.37,KilliTinli,Biberiye
6.15,77.9,35.4,208.2,2.89,0.21,Tinli,Zeytin
6.65,77.4,26.9,219.1,2.17,0.26,KilliTinli,Ceviz
6.16,70.2,29.1,274.7,2.63,0.37,KumluTinli,Kimyon
6.52,41.8,38.2,290.1,2.26,0.15,KilliTinli,Uzum
6.41,43.0,42.1,270.6,2.1,0.25,Tinli,Ayva
7.18,42.1,25.7,282.9,2.66,0.2,KilliTinli,Salep
6.11,71.0,43.3,262.0,3.21,0.16,KumluTinli,Yonca
6.85,43.5,22.9,218.2,2.47,0.24,KumluTinli,Kiraz
7.54,86.5,43.8,263.0,2.37,0.71,Tinli,Susam
6.5,76.2,43.6,273.9,3.75,0.18,KumluTinli,Patlican
7.95,59.5,42.6,221.8,2.54,0.48,AgirKilli,Aycicegi
7.23,75.5,21.8,195.6,2.28,0.22,KilliTinli,Findik
7.07,85.5,42.2,255.9,4.4,0.47,TinliKumlu,TazeSogan
6.11,44.4,32.5,276.9,3.2,0.38,KilliTinli,Armut
7.19,56.5,25.7,221.6,3.15,0.63,AgirKilli,SekerPancari
6.27,106.8,61.7,357.8,3.06,0.41,MilliTinli,Hiyar
7.73,67.6,48.2,239.7,3.29,0.29,AgirKilli,Tütün
6.14,72.4,62.9,359.3,4.39,0.46,TinliKumlu,TazeSogan
7.08,46.6,28.6,255.5,2.68,0.33,KilliTinli,Zeytin
6.62,53.3,31.4,198.7,1.88,0.44,Killi,Fiğ
6.5,70.4,44.8,224.0,3.24,0.29,KumluTinli,Safran
7.23,68.7,36.4,244.4,3.8,0.16,Tinli,MeyanKoku
6.86,26.2,31.4,178.2,2.23,0.87,MilliTinli,Celtik
6.45,96.9,48.2,298.0,4.27,0.27,MilliTinli,Hiyar
7.22,57.4,26.9,231.2,2.47,0.12,Tinli,Badem
5.8,51.8,21.6,225.0,2.83,0.32,KumluTinli,Yonca
5.56,43.0,41.1,262.5,3.37,0.15,KilliTinli,Kekik
7.0,63.1,27.6,244.4,2.3,0.67,Tinli,Susam
6.49,49.7,42.4,260.1,2.04,0.3,Tinli,Uzum
6.42,47.1,28.9,282.5,2.82,0.11,KumluTinli,Kimyon
6.03,101.4,41.5,248.4,4.32,0.28,TinliKumlu,TazeSogan
6.02,50.2,36.6,184.2,2.17,0.21,Tinli,Korunga
6.98,62.9,36.9,270.7,2.98,0.27,KumluTinli,Badem
7.67,62.6,42.7,252.7,2.15,0.5,Tinli,Aspir
7.71,82.6,40.6,306.2,3.25,0.51,AgirKilli,Kanola
6.05,75.6,39.8,254.3,2.56,0.43,TinliKumlu,Prasa
6.88,69.1,44.8,289.1,2.77,0.29,KilliTinli,Kestane
6.02,64.9,21.3,193.8,3.67,0.3,KumluTinli,OglanOtu
6.85,77.8,30.1,305.2,2.89,0.54,AgirKilli,SekerPancari
6.6,81.9,51.2,331.3,4.08,0.27,MilliTinli,Ispanak
6.2,100.4,55.4,269.1,2.65,0.18,TinliKumlu,Roka
6.88,36.7,28.9,168.5,2.23,0.54,Tinli,Arpa
5.68,46.0,24.0,272.4,3.84,0.13,KilliTinli,Erik
7.87,83.8,44.4,212.3,2.21,0.28,Killi,YerFistigi
6.58,94.4,47.7,338.8,4.33,0.3,KumluTinli,Roka
7.39,54.6,18.9,196.7,1.59,0.68,Killi,Celtik
6.84,45.7,33.7,214.2,1.71,0.34,Tinli,Bugday
8.0,65.9,48.6,240.1,2.99,0.79,Killi,Kenevir
6.53,61.4,46.9,370.9,3.68,0.49,TinliKumlu,Maydanoz
6.91,61.1,30.8,217.7,2.57,0.23,KilliTinli,Cay
6.59,37.2,21.9,171.4,2.14,0.66,MilliTinli,Fiğ
7.37,51.7,41.0,241.4,3.51,0.12,KilliTinli,Muz
6.81,41.2,30.8,227.2,2.65,0.17,Tinli,Salep
7.02,68.8,59.5,247.5,4.28,0.37,MilliTinli,Havuc
5.64,73.6,23.8,273.7,3.91,0.36,KumluTinli,OglanOtu
7.5,57.6,42.6,253.6,2.71,0.38,Tinli,Findik
6.67,42.2,28.6,216.6,3.18,0.14,KumluTinli,Ayva
6.25,85.4,50.1,244.2,3.95,0.16,TinliKumlu,Domates
7.36,71.8,40.4,236.5,2.19,0.45,Tinli,Susam
7.28,54.0,33.8,205.6,2.55,0.13,KilliTinli,Lavanta
6.46,84.0,64.7,324.1,4.4,0.25,MilliTinli,Roka
7.2,45.6,22.8,186.9,2.99,0.34,Tinli,Ceviz
6.09,76.8,36.6,284.3,2.14,0.18,KumluTinli,Muz
7.13,38.9,29.5,237.6,1.71,0.87,Killi,Nohut
6.48,79.3,40.2,232.7,3.39,0.2,KilliTinli,Seftali
6.9,74.8,42.9,180.1,3.78,0.38,Tinli,Greyfurt
6.5,71.0,31.9,256.5,3.61,0.25,Tinli,Rezene
6.83,27.3,34.0,186.7,2.11,0.53,Tinli,Misir
6.39,67.9,34.9,214.4,2.25,0.12,KilliTinli,Erik
6.49,43.1,24.5,204.7,2.03,0.36,Tinli,Kayisi
6.89,73.6,37.8,200.3,2.59,0.23,Tinli,Safran
7.61,26.0,31.0,173.3,1.93,0.9,MilliTinli,Arpa
7.47,42.5,44.8,250.4,2.37,0.17,Tinli,Korunga
6.96,83.1,64.1,360.0,4.13,0.14,TinliKumlu,Ispanak
7.07,46.7,37.6,235.6,3.53,0.18,KumluTinli,Cay
6.63,56.8,34.6,213.7,3.18,0.25,KumluTinli,Greyfurt
