pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,GecmisVerim_kg,ToprakTuru,UrunTipi,OnerilenAzot,OnerilenFosfor,OnerilenPotasyum
7.03,61.3,25.2,249.5,3.23,0.31,5425.8,Tinli,YerFistigi,10.8,8.2,0.0
6.45,78.7,49.1,279.5,3.05,0.31,2169.5,TinliKumlu,Kereviz,15.8,8.7,6.9
7.36,68.5,20.8,214.2,2.1,0.3,3323.1,KumluTinli,Kiraz,17.1,13.1,9.0
7.66,27.2,34.3,218.5,2.13,0.33,340.4,MilliTinli,Yulaf,15.0,6.8,0.0
6.49,69.3,51.7,354.9,2.57,0.41,1943.1,TinliKumlu,Sarımsak,16.8,8.0,4.4
6.66,35.3,16.2,223.8,1.65,0.37,700.3,Tinli,Celtik,14.0,9.7,0.0
5.96,68.8,38.1,188.3,3.36,0.12,3318.3,KilliTinli,Kayisi,16.5,10.4,0.0
7.48,81.4,27.9,257.6,2.3,0.44,4915.9,AgirKilli,Keten,8.3,7.6,0.0
5.93,76.3,30.7,272.9,3.48,0.17,3731.1,Tinli,Zeytin,16.2,11.1,0.0
6.36,66.0,44.0,208.3,2.58,0.18,3285.8,KumluTinli,Biberiye,17.0,9.5,0.0
6.61,41.9,37.0,254.6,2.17,0.16,3185.6,KilliTinli,Salep,20.2,10.7,0.0
6.85,42.0,23.9,216.7,2.26,0.37,748.8,Killi,Bugday,13.3,8.5,0.0
6.1,71.4,36.5,289.8,3.0,0.29,3359.0,KumluTinli,Uzum,16.6,10.6,6.4
5.92,78.0,32.2,292.4,3.46,0.26,3070.9,KumluTinli,Erik,15.3,10.9,6.0
5.92,43.7,35.7,268.1,2.25,0.3,3197.1,Tinli,Yonca,19.5,10.6,0.0
7.38,37.2,26.0,197.5,1.23,0.59,309.4,MilliTinli,Bezelye,3.5,8.3,0.0
6.35,77.4,23.8,238.8,3.53,0.28,3453.9,Tinli,Zeytin,15.6,12.4,0.0
6.59,106.4,44.5,280.2,4.0,0.49,2030.3,MilliTinli,Marul,12.6,9.3,0.0
7.33,59.0,32.5,222.5,2.06,0.38,3293.1,Tinli,Korunga,17.9,11.0,0.0
6.64,45.9,36.3,288.2,3.96,0.16,3661.2,KumluTinli,Kusburnu,19.9,10.4,0.0
6.81,99.7,44.6,365.6,4.5,0.36,2126.3,TinliKumlu,Kereviz,13.3,9.2,4.2
7.34,39.5,34.6,187.2,1.53,0.53,660.1,MilliTinli,Burçak,2.1,6.8,0.0
6.6,107.8,38.4,275.7,3.12,0.47,2143.0,TinliKumlu,Maydanoz,12.1,10.2,7.0
6.98,38.6,24.2,192.8,1.72,0.42,321.6,Killi,Fiğ,2.8,8.4,0.0
6.72,78.2,59.2,363.6,2.52,0.22,5605.9,TinliKumlu,Hiyar,15.6,7.2,3.7
6.71,31.0,28.0,207.8,2.09,0.31,302.9,MilliTinli,Celtik,14.4,7.6,0.0
6.8,56.3,23.7,294.7,3.1,0.11,3502.5,Tinli,Portakal,18.4,12.5,0.0
7.22,53.2,47.7,260.1,2.46,0.49,5222.4,Killi,Soya,11.3,4.7,0.0
6.37,77.4,33.2,199.5,3.26,0.38,3652.1,KumluTinli,Korunga,15.8,11.2,0.0
6.31,69.1,41.7,267.5,2.73,0.34,3304.9,Tinli,Visne,16.9,9.7,0.0
6.92,48.3,39.7,266.1,2.65,0.15,3245.2,Tinli,Yonca,18.9,10.2,0.0
5.75,51.1,33.8,238.0,3.17,0.14,3293.2,KilliTinli,Kestane,19.2,10.9,0.0
6.1,71.2,25.3,244.6,3.47,0.17,3070.5,KilliTinli,Muz,16.1,12.2,0.0
6.66,82.0,63.3,290.1,4.37,0.21,1882.5,MilliTinli,Prasa,15.1,6.6,0.0
7.4,57.4,31.7,218.1,3.76,0.13,3715.9,Tinli,Findik,17.9,11.4,0.0
7.43,54.6,29.1,234.4,1.37,0.71,280.5,MilliTinli,Yulaf,11.3,7.8,0.0
6.86,66.9,36.6,239.2,2.13,0.37,2880.6,Tinli,AdaCayi,17.4,10.6,0.0
6.09,61.1,37.3,339.3,3.09,0.37,2053.4,KumluTinli,Havuc,17.8,10.7,4.6
6.24,45.8,25.5,195.6,3.38,0.11,3566.4,KumluTinli,Findik,19.3,12.4,0.0
6.99,60.4,22.3,290.0,2.15,0.13,3388.0,KumluTinli,Korunga,17.7,12.6,0.0
6.67,40.1,39.8,257.4,3.24,0.38,3650.0,Tinli,Limon,20.5,9.9,0.0
5.54,42.0,22.6,207.0,2.81,0.29,3410.9,KilliTinli,Korunga,19.8,12.8,0.0
5.51,47.2,25.7,183.0,2.14,0.23,2798.3,KilliTinli,Armut,19.1,12.2,0.0
5.5,63.7,28.9,247.5,3.19,0.18,3484.7,KumluTinli,Greyfurt,17.3,11.9,8.0
5.81,78.3,41.7,216.8,3.3,0.34,3280.7,KilliTinli,Portakal,15.7,9.7,0.0
6.67,75.5,24.2,282.1,2.23,0.37,3277.2,KilliTinli,Biberiye,16.2,12.5,0.0
6.91,43.6,32.1,241.3,3.43,0.34,3483.8,KumluTinli,Cay,19.9,11.3,7.6
7.23,47.2,35.2,198.9,2.37,0.29,3131.2,Tinli,Uzum,19.2,11.0,0.0
6.19,57.8,39.8,258.3,3.65,0.34,3306.9,KilliTinli,YemSalgamı,17.9,9.8,0.0
6.23,69.5,32.9,265.9,2.85,0.35,3477.5,KumluTinli,Cilek,16.8,10.8,7.4
5.69,62.9,39.1,192.7,3.63,0.16,3607.2,Tinli,AdaCayi,17.3,10.4,0.0
6.91,68.6,44.4,286.6,3.68,0.34,3496.7,KumluTinli,Cay,17.1,9.3,6.2
6.4,85.8,46.3,288.8,3.05,0.3,5658.1,KumluTinli,Hiyar,14.6,8.9,6.7
6.55,94.3,46.0,356.0,2.93,0.3,2113.2,TinliKumlu,Kereviz,13.5,9.2,4.5
6.37,67.4,36.7,298.2,2.51,0.37,3483.9,KilliTinli,MeyanKoku,17.0,10.3,0.0
7.09,49.1,17.7,238.4,1.76,0.39,295.8,MilliTinli,Yulaf,11.9,9.1,0.0
6.01,49.6,36.3,260.5,3.49,0.34,3607.9,KilliTinli,Seftali,19.4,10.7,0.0
7.35,71.9,22.1,230.7,2.67,0.38,3023.7,KilliTinli,Mandalina,16.7,12.7,0.0
6.91,78.2,54.9,354.1,4.49,0.2,2338.6,KumluTinli,Marul,15.8,7.6,4.3
6.28,103.7,58.5,308.9,2.91,0.34,1795.1,MilliTinli,Sarımsak,12.5,7.2,0.0
7.38,50.5,36.6,198.8,2.83,0.12,3351.6,Tinli,Nane,19.2,10.3,0.0
7.4,81.7,32.7,245.8,2.16,0.67,4194.1,Killi,Kenevir,8.1,7.2,0.0
6.89,75.5,34.7,221.4,2.23,0.39,3338.8,KumluTinli,Elma,16.1,10.6,8.7
6.23,50.1,35.6,208.4,2.92,0.39,3439.2,Tinli,AntepFistigi,19.1,10.6,0.0
6.01,62.6,39.1,218.4,3.7,0.16,3327.8,KumluTinli,MeyanKoku,17.2,10.0,0.0
7.13,53.9,23.5,260.1,2.17,0.18,3145.3,Tinli,Cay,18.8,12.7,0.0
7.02,63.8,42.9,244.8,2.28,0.47,389.6,Killi,Pamuk,10.4,5.8,0.0
7.18,45.9,15.5,204.1,1.34,0.4,306.9,MilliTinli,Fasulye,3.2,9.6,0.0
6.59,43.4,32.3,168.5,2.28,1.15,685.0,Killi,Nohut,3.0,7.3,0.0
7.13,103.7,45.7,326.8,3.72,0.26,2000.7,TinliKumlu,Kereviz,12.5,9.0,4.9
6.03,44.4,20.3,206.7,3.62,0.23,3571.8,KumluTinli,Armut,19.4,13.0,8.7
6.8,47.4,21.1,262.3,2.74,0.38,3284.8,KilliTinli,Cay,19.2,12.6,0.0
7.47,60.6,40.9,218.0,2.29,0.2,5309.6,Tinli,YerFistigi,10.9,6.0,0.0
7.5,37.7,30.7,192.2,1.56,0.77,296.7,Tinli,Cavdar,13.5,7.5,0.0
6.84,52.3,44.2,191.0,3.74,0.39,3398.0,KilliTinli,Elma,18.8,9.4,0.0
7.06,99.6,64.6,249.1,3.5,0.21,1914.4,MilliTinli,Tere,13.3,6.2,0.0
7.63,62.9,40.1,228.0,2.68,0.8,5084.2,Killi,Keten,10.6,6.1,0.0
6.06,57.3,21.2,238.3,2.71,0.3,3374.9,KumluTinli,Salep,17.8,12.8,0.0
6.59,41.6,38.4,257.3,2.48,0.14,3429.7,KumluTinli,Uzum,20.2,10.1,7.6
6.57,30.9,19.7,209.0,1.2,0.94,287.6,Tinli,Celtik,14.0,8.8,0.0
7.68,45.5,29.9,191.4,1.75,0.44,712.1,MilliTinli,Cavdar,12.2,7.6,0.0
6.92,50.5,28.3,262.6,2.24,0.38,5106.7,Killi,Susam,11.6,7.5,0.0
6.87,42.3,31.2,197.9,2.55,0.24,3420.4,Tinli,Greyfurt,19.7,11.1,0.0
7.02,86.9,48.4,244.4,3.31,0.38,5189.7,AgirKilli,Keten,7.4,4.5,0.0
6.52,77.6,57.6,357.7,3.39,0.25,2192.8,KumluTinli,Patlican,16.0,7.3,4.6
5.9,55.0,25.0,226.9,3.51,0.11,3409.8,Tinli,Badem,18.6,12.5,0.0
6.57,85.3,41.3,331.7,3.15,0.31,1804.4,MilliTinli,Tere,14.9,9.5,0.0
7.13,79.7,26.8,214.0,2.11,0.34,5141.6,AgirKilli,Aspir,8.5,8.0,0.0
7.06,64.5,34.4,201.1,2.68,0.29,3374.8,Tinli,Kayisi,17.5,11.0,0.0
6.83,75.0,41.5,318.3,3.26,0.32,5743.2,Tinli,SekerPancari,8.7,5.9,0.0
7.24,75.9,28.2,191.4,2.46,0.29,3113.5,KumluTinli,Kusburnu,15.5,11.8,0.0
6.36,74.1,43.8,274.9,2.13,0.24,2867.8,KilliTinli,Badem,15.8,9.1,0.0
7.33,78.0,27.8,230.2,2.23,0.13,3509.5,Tinli,Kusburnu,15.9,11.6,0.0
5.71,50.3,32.8,275.7,2.07,0.29,3335.4,KilliTinli,Ayva,18.8,11.2,0.0
7.53,45.2,15.7,171.9,2.12,0.62,318.5,Tinli,Mercimek,2.4,9.5,0.0
7.35,57.5,33.0,248.0,2.28,0.36,3415.3,KumluTinli,Kekik,17.9,11.1,0.0
5.75,79.5,35.0,252.5,3.05,0.17,3638.2,KumluTinli,Kusburnu,15.3,10.9,0.0
7.0,54.1,31.1,200.0,2.39,0.14,3208.7,KumluTinli,Zeytin,18.8,11.6,8.9
6.22,61.1,33.9,281.8,2.24,0.12,3164.9,KilliTinli,Cay,17.8,11.2,0.0
7.66,45.0,26.3,219.1,2.02,0.93,650.2,Tinli,Burçak,3.0,8.1,0.0
6.53,107.3,51.0,316.0,3.92,0.23,5391.3,KumluTinli,Hiyar,12.2,8.4,5.9
7.0,83.9,44.5,270.8,4.41,0.25,2093.3,TinliKumlu,Sarımsak,15.2,9.3,7.0
6.24,45.0,32.1,206.0,2.21,0.36,3239.4,KilliTinli,Salep,19.5,11.1,0.0
6.74,93.3,50.0,366.0,3.8,0.45,2008.4,TinliKumlu,TazeSogan,13.4,8.3,4.3
6.71,99.4,46.7,304.0,4.37,0.47,2040.8,TinliKumlu,Roka,12.8,8.9,6.2
7.46,25.6,21.0,168.8,2.03,0.77,296.8,Tinli,Fiğ,2.0,9.1,0.0
7.68,70.0,41.9,234.1,2.61,0.27,5374.8,AgirKilli,SekerPancari,9.9,5.9,0.0
6.9,71.2,30.8,248.2,2.14,0.38,3031.0,KilliTinli,Salep,16.4,11.3,0.0
6.13,48.5,44.5,292.1,3.77,0.32,3459.8,Tinli,Incir,18.9,9.3,0.0
6.24,92.2,46.2,288.0,3.21,0.43,2158.5,MilliTinli,Kereviz,14.2,9.1,0.0
6.35,79.3,58.7,258.3,3.49,0.24,2188.5,KumluTinli,Biber,15.1,6.9,7.4
6.8,60.5,21.9,237.0,3.8,0.12,3434.9,Tinli,Findik,17.8,12.4,0.0
7.47,41.4,38.1,279.9,3.3,0.26,3297.8,KumluTinli,YemSalgamı,19.9,10.2,0.0
6.27,40.9,42.0,295.9,3.53,0.34,3715.3,Tinli,AntepFistigi,20.1,10.0,0.0
5.55,73.9,43.0,217.8,3.59,0.19,3615.3,KilliTinli,Kimyon,16.2,9.6,0.0
7.17,89.2,63.8,339.8,3.71,0.38,2128.7,KumluTinli,Kereviz,14.4,6.5,4.5
5.74,57.4,26.5,271.9,2.19,0.33,2855.8,KumluTinli,Kimyon,18.3,11.9,0.0
6.64,46.3,19.5,218.3,1.37,0.8,285.6,Killi,Mercimek,3.0,8.8,0.0
6.12,47.2,26.2,203.6,3.59,0.3,3615.1,KilliTinli,Anason,19.7,11.8,0.0
7.46,32.7,27.0,226.3,1.33,0.8,285.5,MilliTinli,Bezelye,3.9,8.0,0.0
6.9,68.0,40.7,282.5,2.31,0.24,3254.8,Tinli,MeyanKoku,16.8,10.2,0.0
7.1,101.0,43.8,321.4,3.28,0.25,5723.2,KumluTinli,Kavun,12.5,9.4,5.3
5.65,54.4,37.3,250.8,3.88,0.3,3026.2,KumluTinli,Anason,18.1,10.3,0.0
6.6,54.4,26.3,235.5,2.17,0.31,3143.9,Tinli,Anason,18.2,12.2,0.0
7.61,65.0,41.1,236.9,3.18,0.36,5182.6,AgirKilli,Keten,10.5,5.7,0.0
7.57,69.6,50.0,302.5,3.47,0.49,5196.7,Tinli,Susam,9.8,4.6,0.0
6.72,25.4,33.0,217.6,2.06,0.6,687.3,Tinli,Misir,15.0,7.3,0.0
5.94,76.2,26.9,270.6,2.74,0.38,3190.0,KilliTinli,Findik,15.9,12.2,0.0
7.05,79.7,26.7,295.2,2.63,0.55,5244.6,Killi,Keten,8.7,8.0,0.0
6.23,75.7,57.0,256.2,1.91,0.24,5209.1,MilliTinli,Karpuz,15.9,7.3,0.0
6.7,26.7,21.0,161.5,2.2,1.02,653.6,Killi,Misir,15.0,8.8,0.0
6.79,47.3,33.3,231.7,2.12,0.79,729.3,Tinli,Fasulye,3.4,6.9,0.0
7.43,43.7,16.4,176.8,1.71,0.93,628.4,MilliTinli,Misir,12.4,9.4,0.0
6.95,51.0,46.7,282.2,2.59,0.47,370.9,Tinli,Pamuk,11.7,5.1,0.0
7.36,45.5,40.1,277.3,2.46,0.34,3165.0,KumluTinli,Portakal,19.4,9.7,6.4
7.24,32.0,33.5,232.5,2.02,0.52,654.4,Tinli,Yulaf,14.0,7.1,0.0
7.17,54.9,38.1,188.5,2.1,0.17,3430.9,Tinli,Cay,18.6,10.2,0.0
6.6,34.0,22.8,183.4,2.0,0.7,666.5,Tinli,Cavdar,14.1,8.5,0.0
7.23,72.7,29.9,273.2,2.07,0.36,3198.5,KumluTinli,Armut,15.9,11.6,6.9
6.86,64.9,47.3,339.3,3.27,0.27,2006.0,MilliTinli,Sarımsak,16.8,8.8,0.0
6.23,86.0,38.5,306.1,4.36,0.4,2167.7,TinliKumlu,Sarımsak,15.0,10.4,5.5
7.47,59.5,44.8,198.6,2.25,0.2,3430.5,Tinli,Kimyon,18.2,9.5,0.0
7.14,52.2,21.3,237.1,1.8,0.94,316.6,MilliTinli,Bugday,11.6,8.7,0.0
7.16,79.0,37.9,182.7,3.08,0.37,3315.3,KumluTinli,Kimyon,15.8,10.2,0.0
6.85,46.3,23.6,166.8,1.33,0.65,693.5,Killi,Celtik,12.7,8.4,0.0
5.94,64.2,20.4,296.3,2.94,0.39,3286.7,KumluTinli,OglanOtu,17.6,12.8,0.0
6.52,63.9,28.5,254.7,3.11,0.36,3596.3,KilliTinli,Nane,17.7,11.6,0.0
7.14,49.6,43.5,248.3,3.11,0.3,3633.1,KumluTinli,Kestane,18.7,9.4,0.0
6.98,100.3,38.6,315.8,3.31,0.26,2097.6,KumluTinli,Maydanoz,13.2,10.4,5.5
6.79,48.7,44.3,269.5,2.81,0.11,3569.9,KilliTinli,Portakal,19.5,9.4,0.0
7.09,41.9,28.0,228.1,3.52,0.14,3390.3,Tinli,Elma,20.2,11.9,0.0
7.44,50.9,30.5,174.2,1.64,0.43,330.0,Killi,Misir,11.9,7.6,0.0
6.81,47.2,37.3,276.1,2.68,0.3,3157.4,Tinli,AdaCayi,19.3,10.5,0.0
7.28,31.5,17.3,208.1,1.79,0.42,693.7,Killi,Fasulye,4.6,9.1,0.0
7.66,33.3,34.4,231.2,1.79,0.79,630.9,Killi,Fiğ,4.3,6.8,0.0
6.4,68.3,42.8,299.6,2.97,0.37,3357.5,KilliTinli,Kimyon,16.9,9.5,0.0
6.02,58.4,21.0,214.5,3.11,0.28,3205.4,KumluTinli,Zeytin,18.0,12.6,8.3
6.48,62.7,40.4,332.2,3.41,0.47,2126.2,MilliTinli,Marul,17.3,10.1,0.0
6.17,76.0,38.4,282.0,2.83,0.21,3408.5,KumluTinli,Portakal,15.9,10.3,6.6
6.79,58.9,22.1,198.5,3.57,0.38,3700.3,KumluTinli,OglanOtu,17.7,12.9,0.0
6.28,67.9,43.2,204.0,3.79,0.27,3333.0,KumluTinli,Ayva,17.1,9.6,9.2
6.84,44.4,29.8,229.6,3.02,0.26,3194.1,KumluTinli,Kivi,19.7,11.7,8.0
7.0,106.8,54.2,250.0,3.03,0.41,1930.6,KumluTinli,Turp,12.2,7.7,7.4
5.85,73.0,37.1,216.9,2.33,0.2,3282.9,KilliTinli,Kivi,16.1,10.2,0.0
8.0,74.8,25.3,254.4,3.04,0.52,386.9,Tinli,Pamuk,9.2,8.3,0.0
6.33,67.0,38.3,184.3,2.65,0.29,3222.2,KumluTinli,Mandalina,16.7,10.2,9.3
6.44,60.4,44.8,335.9,2.76,0.21,2103.2,KumluTinli,Prasa,17.7,9.1,4.7
6.44,92.1,46.4,274.6,3.25,0.16,2203.8,TinliKumlu,Prasa,14.3,9.0,7.0
6.83,79.1,20.1,261.6,2.47,0.2,3371.2,KilliTinli,Yonca,15.3,12.7,0.0
7.38,57.2,36.8,240.2,2.29,0.2,3502.5,KilliTinli,Kivi,18.1,10.3,0.0
6.47,64.5,21.7,180.6,2.1,0.19,3241.3,KilliTinli,YemSalgamı,16.9,12.8,0.0
5.51,58.1,37.8,218.0,2.62,0.27,3134.7,KilliTinli,Incir,18.0,10.6,0.0
7.26,27.6,34.1,203.3,1.61,1.12,273.1,MilliTinli,Fiğ,2.5,6.8,0.0
6.66,84.3,62.7,266.2,2.72,0.47,2080.8,KumluTinli,Maydanoz,14.7,6.4,7.2
6.48,64.6,29.4,241.7,2.58,0.36,3124.4,KilliTinli,Salep,17.5,11.4,0.0
7.04,107.2,44.0,274.7,4.36,0.26,2337.9,TinliKumlu,Ispanak,12.1,9.6,6.9
7.15,43.7,18.8,229.0,2.19,1.13,627.9,MilliTinli,Fasulye,3.4,9.2,0.0
7.5,50.7,36.7,236.8,3.0,0.33,5182.9,AgirKilli,Keten,12.2,6.5,0.0
6.55,72.1,26.8,293.2,4.0,0.21,3630.5,Tinli,Papatya,16.7,12.1,0.0
6.35,65.4,32.6,269.9,3.9,0.32,3812.6,KilliTinli,Armut,17.2,11.0,0.0
6.86,77.6,59.0,305.7,3.0,0.31,2108.1,KumluTinli,Maydanoz,15.8,7.2,6.1
7.22,79.3,37.5,318.8,2.01,0.55,5278.7,Killi,YerFistigi,8.5,6.1,0.0
6.39,57.5,23.3,233.9,3.05,0.34,3239.2,Tinli,Armut,18.5,12.5,0.0
5.51,73.9,25.6,248.1,2.31,0.23,3297.8,KilliTinli,Kiraz,16.1,12.0,0.0
6.86,86.7,57.5,349.5,2.37,0.15,5436.9,TinliKumlu,Karpuz,14.8,7.5,4.4
5.61,73.6,28.9,267.9,2.94,0.12,3400.5,Tinli,Uzum,16.2,11.5,0.0
7.07,97.4,40.9,367.4,3.63,0.48,1949.0,TinliKumlu,Biber,13.4,10.0,4.1
7.16,88.6,51.5,307.6,3.72,0.2,2182.1,KumluTinli,Prasa,14.2,8.2,6.0
6.94,30.5,15.7,212.8,1.33,0.66,314.2,Killi,Arpa,14.3,9.5,0.0
7.39,60.4,34.2,254.9,2.55,0.15,3176.8,KumluTinli,Anason,17.5,10.8,0.0
6.14,59.7,40.5,290.9,3.94,0.11,3838.3,KumluTinli,Cay,17.5,10.1,6.1
5.86,69.5,40.6,222.2,3.61,0.29,3528.7,KilliTinli,Elma,16.7,10.2,0.0
6.05,107.1,52.3,265.3,2.94,0.3,2063.3,MilliTinli,TazeSogan,11.8,8.0,0.0
7.31,76.8,33.9,259.4,3.46,0.76,5214.8,Tinli,Kanola,9.1,6.8,0.0
6.44,42.8,21.6,277.1,3.61,0.34,3284.9,Tinli,Uzum,19.6,12.7,0.0
6.24,52.3,43.7,277.7,2.99,0.25,3581.5,Tinli,Cay,19.0,9.4,0.0
5.77,59.5,23.9,234.3,2.49,0.35,3439.7,KilliTinli,Cay,18.2,12.1,0.0
7.3,59.2,30.2,268.0,3.3,0.15,3450.9,Tinli,AntepFistigi,17.8,11.5,0.0
6.98,40.4,23.5,180.2,3.57,0.22,3439.1,KilliTinli,Limon,20.4,12.4,0.0
6.38,55.7,22.3,252.5,3.78,0.19,3553.7,KilliTinli,SiloMisiri,18.2,12.9,0.0
6.51,63.8,34.4,246.6,2.09,0.32,3028.9,KumluTinli,Visne,17.6,10.9,7.5
7.54,31.4,33.1,190.5,1.41,0.85,247.7,Killi,Celtik,14.1,7.1,0.0
7.82,59.5,35.3,233.9,3.48,0.74,5355.4,Tinli,Kanola,10.6,6.4,0.0
7.29,28.9,34.4,191.4,2.3,1.04,304.4,Tinli,Burçak,3.4,6.7,0.0
6.52,41.0,15.2,222.2,1.86,0.72,324.0,Tinli,Celtik,13.2,9.5,0.0
6.2,109.7,63.4,310.1,3.12,0.11,2145.5,MilliTinli,Turp,11.8,6.7,0.0
6.56,99.3,63.8,262.5,4.17,0.17,2048.4,MilliTinli,Biber,13.2,6.7,0.0
5.61,72.5,22.9,238.4,3.8,0.37,3677.0,KumluTinli,AdaCayi,16.7,12.4,0.0
7.01,48.7,33.5,223.2,1.32,0.85,662.3,MilliTinli,Nohut,3.5,6.9,0.0
6.18,72.6,30.3,267.2,2.56,0.28,3414.9,KilliTinli,Uzum,15.9,11.3,0.0
6.15,54.2,41.5,234.5,3.55,0.21,3702.2,Tinli,Kusburnu,18.3,9.9,0.0
7.53,64.1,48.6,249.4,2.95,0.2,401.3,Tinli,Pamuk,9.9,4.7,0.0
6.46,86.3,40.2,316.7,2.52,0.34,1860.1,KumluTinli,Sarımsak,14.9,9.8,5.8
7.22,48.6,25.5,230.0,1.9,0.7,317.8,MilliTinli,Bugday,12.0,8.0,0.0
7.8,49.3,34.6,184.8,1.78,0.94,317.1,MilliTinli,Nohut,3.5,7.0,0.0
7.19,56.4,29.0,185.6,2.37,0.12,2995.3,KumluTinli,MeyanKoku,18.6,11.8,0.0
7.2,87.9,47.0,262.8,2.8,0.57,5180.9,Killi,Tütün,7.8,4.9,0.0
5.99,66.4,30.2,276.0,3.14,0.14,3299.7,Tinli,Limon,17.2,11.6,0.0
7.13,97.9,60.4,325.2,4.45,0.45,5738.1,MilliTinli,Kavun,13.5,7.0,0.0
7.01,77.3,37.9,254.7,3.67,0.34,3688.6,KilliTinli,Cilek,15.5,10.2,0.0
6.68,71.4,22.3,228.0,3.85,0.28,3202.0,KilliTinli,Armut,16.6,12.8,0.0
6.31,85.9,47.6,293.3,2.7,0.4,2055.1,KumluTinli,Sarımsak,14.9,9.0,6.3
6.8,29.9,22.2,183.8,2.14,0.93,309.5,MilliTinli,Bugday,14.5,9.0,0.0
6.86,25.2,29.4,239.1,1.28,0.83,641.3,Killi,Mercimek,2.9,7.4,0.0
7.35,49.4,39.9,229.3,3.36,0.12,3672.0,KilliTinli,Rezene,18.8,10.0,0.0
6.75,46.3,16.9,236.5,2.01,0.32,297.8,Killi,Misir,12.3,9.2,0.0
7.05,37.3,29.5,167.0,1.73,0.38,677.4,MilliTinli,Celtik,13.8,7.3,0.0
6.99,71.7,48.2,240.2,3.18,0.47,5426.3,KumluTinli,Hiyar,16.8,8.8,8.0
6.66,37.5,27.2,183.0,2.24,0.87,275.5,Tinli,Arpa,13.4,7.8,0.0
6.78,26.0,26.3,226.1,2.09,0.65,310.1,Tinli,Bugday,14.8,8.3,0.0
7.97,50.6,49.8,246.9,2.04,0.78,5207.1,Killi,Soya,12.0,4.3,0.0
6.73,77.0,32.6,187.1,2.97,0.28,3630.5,Tinli,OglanOtu,15.6,11.3,0.0
7.01,74.8,44.7,278.4,3.41,0.25,3612.3,KumluTinli,AdaCayi,15.9,9.1,0.0
7.42,75.3,24.2,235.0,2.14,0.37,3299.5,KumluTinli,Armut,15.8,12.7,7.9
7.34,52.9,25.5,204.3,2.18,0.31,694.8,Killi,Fasulye,3.1,8.4,0.0
7.64,41.9,28.0,178.1,1.79,1.12,251.1,Killi,Yulaf,12.9,7.8,0.0
7.49,40.0,19.5,238.3,1.63,1.1,292.5,Tinli,Yulaf,12.9,8.8,0.0
7.44,38.6,29.2,168.5,2.28,0.96,290.6,Tinli,Mercimek,3.5,7.8,0.0
7.12,88.4,47.4,367.1,4.23,0.24,2303.8,TinliKumlu,Patlican,14.1,8.6,4.1
6.96,76.1,40.9,253.9,2.73,0.29,3230.0,Tinli,Limon,15.6,9.7,0.0
7.38,39.0,18.7,226.5,1.59,0.44,661.4,Tinli,Misir,13.1,9.2,0.0
6.56,74.0,39.4,211.6,3.85,0.11,3459.2,KumluTinli,Kayisi,16.3,10.1,8.6
6.49,88.1,48.1,351.6,3.32,0.18,2179.9,MilliTinli,Turp,14.7,8.9,0.0
6.38,101.2,45.2,338.8,3.88,0.36,2205.1,MilliTinli,Ispanak,13.0,9.2,0.0
7.23,67.4,40.9,226.4,2.52,0.18,3531.4,Tinli,Nane,16.8,9.6,0.0
6.01,97.0,41.2,272.9,3.71,0.22,2138.2,TinliKumlu,Maydanoz,13.6,10.0,7.2
6.73,68.5,31.5,195.8,3.62,0.2,3463.4,Tinli,Seftali,16.5,11.4,0.0
6.9,83.1,40.3,260.3,3.96,0.2,2188.6,TinliKumlu,Sarımsak,14.9,9.9,6.9
7.56,62.7,40.1,268.3,2.14,0.52,5413.2,AgirKilli,YerFistigi,10.6,5.7,0.0
6.36,109.7,64.9,273.8,3.94,0.37,5742.3,MilliTinli,Domates,11.6,6.1,0.0
5.52,76.8,38.8,231.9,2.64,0.22,3261.9,KumluTinli,Nar,15.7,10.3,8.0
6.48,43.6,26.9,284.6,2.19,0.35,3034.1,KilliTinli,Yonca,20.0,12.0,0.0
7.26,76.1,36.0,182.7,2.42,0.15,3179.8,KilliTinli,Kimyon,16.0,10.3,0.0
7.79,71.4,27.5,265.4,3.06,0.25,5617.0,Killi,Keten,9.5,7.9,0.0
5.83,62.1,40.4,198.4,2.72,0.12,3454.6,KumluTinli,Nane,17.3,9.7,0.0
6.83,69.8,38.9,375.3,3.33,0.47,2029.8,TinliKumlu,Tere,16.7,10.0,3.3
7.1,92.1,40.2,356.2,4.2,0.2,2089.8,TinliKumlu,Turp,14.2,10.1,4.6
6.4,73.5,64.7,364.0,1.82,0.24,4399.8,TinliKumlu,Karpuz,15.9,6.1,3.9
6.66,47.6,29.5,283.3,3.3,0.25,3236.2,KilliTinli,Seftali,19.2,11.8,0.0
6.19,81.4,36.0,264.5,3.18,0.21,2148.9,KumluTinli,Biber,15.6,10.5,7.3
6.76,94.1,57.9,326.1,2.44,0.11,5392.0,MilliTinli,Karpuz,13.5,7.1,0.0
6.8,64.9,30.7,280.3,3.02,0.31,3208.5,KilliTinli,SiloMisiri,17.4,11.5,0.0
6.19,102.7,52.8,377.9,2.95,0.19,2066.5,KumluTinli,Biber,13.1,8.2,3.9
7.96,69.4,38.4,286.5,2.94,0.26,385.0,Killi,Pamuk,9.3,6.2,0.0
6.61,45.2,44.6,196.6,2.66,0.38,3532.4,KumluTinli,Ayva,19.3,9.3,8.8
