pH,EC,Sertlik,Nitrat,Nitrit,Sodyum,Klor,SulamayaUygun
6.6,0.34,21.6,11.8,0.01,18.2,55.9,True
8.96,2.27,38.6,75.2,1.443,297.6,281.1,False
9.51,3.09,49.3,63.7,0.723,157.2,372.3,False
7.35,0.5,21.4,16.4,0.012,30.7,44.1,True
6.93,0.32,19.6,7.7,0.008,42.8,27.4,True
5.55,2.66,39.7,75.8,0.872,248.3,191.2,False
7.79,0.77,16.0,9.8,0.029,37.2,58.3,True
6.97,0.46,20.9,20.2,0.017,30.8,19.2,True
4.56,3.59,43.6,69.7,0.686,236.7,192.4,False
7.34,0.55,18.4,12.6,0.035,16.3,44.4,True
7.49,0.68,21.5,16.8,0.04,39.3,41.6,True
7.45,0.48,12.4,7.9,0.034,19.7,16.3,True
7.74,0.59,12.3,23.7,0.033,38.7,31.8,True
6.69,0.43,21.7,12.0,0.038,23.8,18.8,True
7.22,0.62,14.8,12.8,0.026,32.1,36.6,True
7.02,0.42,12.1,8.6,0.006,20.1,15.8,True
6.77,0.7,11.9,14.2,0.02,35.0,17.4,True
6.86,0.7,15.7,18.2,0.037,10.8,34.9,True
7.46,0.32,11.6,16.2,0.016,29.2,20.4,True
7.53,0.85,13.3,6.8,0.028,17.3,35.8,True
9.68,2.5,44.7,77.5,1.89,288.6,228.3,False
7.43,0.41,12.7,17.5,0.02,12.3,28.9,True
7.41,0.6,18.5,8.8,0.012,32.1,59.3,True
7.67,0.81,18.7,17.7,0.019,24.6,29.7,True
6.56,0.78,18.5,15.2,0.016,37.5,28.2,True
7.55,0.26,16.7,5.8,0.034,17.9,39.9,True
5.49,4.17,59.5,68.2,1.576,283.2,289.2,False
7.11,0.36,14.3,15.1,0.029,28.2,52.5,True
7.05,0.48,15.1,14.5,0.03,16.5,53.1,True
7.24,0.68,20.8,10.7,0.02,13.0,20.9,True
6.79,0.25,19.9,20.7,0.013,40.6,40.6,True
7.78,0.63,19.2,12.4,0.033,34.0,25.3,True
6.81,0.5,11.8,19.2,0.019,22.1,38.8,True
9.39,2.74,43.5,65.7,1.681,226.0,395.8,False
7.48,0.69,11.5,23.4,0.024,18.5,22.9,True
8.35,4.25,43.8,75.7,1.921,164.6,386.4,False
6.75,0.71,16.2,12.6,0.031,41.5,28.5,True
7.62,0.73,16.0,20.6,0.026,16.5,39.0,True
7.51,0.75,18.2,9.1,0.03,44.8,17.7,True
7.32,0.66,14.3,12.5,0.032,43.3,16.3,True
9.55,4.23,50.2,60.1,1.377,250.3,260.6,False
6.7,0.35,16.6,24.9,0.036,10.0,55.2,True
7.09,0.39,12.9,20.1,0.031,44.9,59.8,True
6.72,0.89,10.2,14.2,0.006,10.8,22.8,True
6.61,0.57,15.9,24.7,0.019,40.9,34.1,True
6.84,0.29,12.1,5.6,0.025,44.8,27.3,True
7.66,0.32,10.6,5.5,0.034,21.8,25.2,True
7.67,0.48,12.3,18.9,0.006,16.9,39.5,True
6.67,0.29,12.0,16.3,0.021,31.7,34.9,True
7.75,0.69,17.7,13.6,0.035,21.1,31.4,True
6.64,0.74,20.7,15.2,0.012,29.5,38.6,True
6.57,0.21,16.0,23.5,0.013,44.8,56.8,True
7.25,0.24,15.2,10.4,0.022,13.9,39.3,True
7.07,0.37,21.9,16.2,0.008,39.5,49.9,True
7.49,0.34,16.8,21.4,0.01,33.2,34.6,True
9.32,3.3,61.1,50.7,1.181,251.3,365.5,False
6.79,0.83,18.7,20.1,0.015,43.8,50.9,True
7.57,0.68,20.1,6.0,0.009,12.9,56.6,True
7.03,0.68,10.3,19.4,0.035,35.5,22.5,True
6.51,0.87,17.6,23.3,0.013,39.0,49.3,True
7.51,0.68,10.6,10.9,0.012,22.8,59.3,True
5.21,2.67,44.1,70.3,1.769,292.5,209.7,False
6.82,0.4,16.1,20.0,0.036,33.5,31.1,True
7.26,0.25,11.2,23.6,0.022,38.6,53.7,True
5.43,2.29,62.0,53.8,1.217,197.4,387.2,False
8.73,3.76,47.6,89.7,1.622,290.7,259.8,False
6.92,0.65,12.9,5.4,0.007,33.6,37.6,True
7.76,0.8,16.9,11.7,0.018,14.1,50.2,True
7.61,0.21,18.9,16.5,0.009,26.9,45.3,True
6.88,0.3,17.2,5.6,0.018,35.4,50.9,True
8.88,4.06,53.1,84.2,1.301,194.2,308.3,False
7.62,0.87,16.6,8.6,0.032,38.3,46.7,True
6.95,0.79,11.3,24.8,0.005,43.1,32.1,True
7.42,0.75,17.1,7.5,0.008,35.0,15.2,True
7.48,0.82,16.8,18.2,0.036,37.3,26.8,True
6.53,0.29,14.7,10.5,0.016,41.5,48.7,True
6.87,0.49,17.2,17.3,0.038,34.1,36.5,True
7.29,0.71,17.4,6.4,0.033,18.3,50.8,True
6.5,0.74,14.2,17.3,0.007,14.7,16.0,True
9.19,2.69,40.7,67.5,0.735,145.6,385.4,False
6.81,0.35,20.0,14.2,0.022,41.2,32.7,True
7.78,0.28,16.2,21.1,0.007,36.8,21.4,True
6.93,0.55,21.2,14.6,0.029,22.1,55.7,True
7.33,0.51,16.3,6.4,0.021,15.4,45.3,True
7.19,0.26,16.1,5.2,0.033,40.3,42.9,True
6.66,0.67,20.8,8.3,0.008,18.7,57.4,True
7.11,0.86,21.8,9.3,0.014,30.7,16.1,True
7.73,0.48,12.1,21.3,0.039,34.5,37.0,True
6.89,0.73,19.8,16.5,0.021,34.0,15.8,True
7.16,0.39,19.7,16.4,0.006,40.4,53.5,True
7.41,0.49,18.6,21.3,0.008,17.2,15.9,True
6.56,0.43,21.4,10.6,0.031,31.9,26.1,True
6.57,0.84,12.8,14.2,0.009,12.6,55.7,True
5.52,2.94,45.0,87.0,1.916,250.5,330.1,False
6.81,0.53,19.0,19.9,0.023,21.5,27.7,True
6.76,0.54,16.8,20.6,0.014,15.0,42.5,True
7.58,0.49,17.1,17.2,0.033,12.1,20.3,True
6.59,0.62,13.2,21.7,0.013,37.0,38.8,True
7.02,0.37,21.9,18.2,0.036,21.5,35.2,True
6.95,0.56,19.1,12.2,0.012,35.0,48.4,True
7.29,0.31,14.1,7.9,0.031,41.0,48.8,True
7.45,0.4,16.0,6.1,0.006,33.7,44.8,True
9.71,3.8,39.8,59.6,1.671,270.5,331.6,False
4.88,3.45,56.6,64.8,1.969,143.8,255.1,False
4.53,3.25,59.7,68.0,1.883,231.2,367.8,False
7.23,0.71,12.9,17.7,0.019,41.4,56.4,True
6.53,0.53,18.6,17.9,0.035,43.4,29.8,True
7.06,0.38,15.2,12.3,0.034,27.5,29.1,True
7.64,0.38,19.5,19.9,0.014,42.4,46.1,True
7.34,0.89,16.2,22.6,0.033,23.8,46.9,True
7.05,0.33,20.2,12.4,0.033,40.6,41.1,True
6.66,0.56,18.9,20.8,0.031,31.5,24.1,True
7.71,0.56,15.9,13.0,0.024,15.3,43.6,True
6.99,0.3,14.4,11.1,0.018,29.6,59.0,True
7.58,0.37,19.1,6.2,0.014,12.7,44.3,True
7.54,0.67,15.8,9.8,0.011,21.2,20.3,True
7.74,0.59,13.5,10.8,0.013,17.9,55.9,True
9.56,4.4,53.5,85.0,1.68,157.5,359.7,False
7.57,0.28,18.7,10.6,0.023,12.3,49.1,True
7.12,0.36,19.8,22.2,0.008,34.7,28.3,True
5.58,3.81,61.8,55.7,0.75,172.4,218.5,False
7.33,0.26,19.9,15.9,0.034,22.9,58.4,True
7.41,0.58,13.7,11.6,0.01,21.9,58.5,True
6.74,0.26,18.0,21.9,0.01,28.1,40.6,True
7.15,0.65,10.9,5.1,0.027,37.3,28.3,True
6.82,0.48,21.1,22.1,0.026,18.8,22.3,True
6.92,0.56,19.1,10.0,0.005,13.1,44.4,True
6.66,0.65,20.7,10.7,0.036,42.8,38.5,True
7.8,0.61,16.0,11.1,0.016,24.6,28.3,True
7.67,0.64,17.9,9.9,0.015,10.7,47.7,True
7.07,0.37,20.5,22.2,0.021,38.7,27.2,True
6.81,0.34,13.1,15.4,0.029,34.3,59.0,True
7.13,0.22,12.0,7.9,0.02,32.2,47.6,True
6.62,0.78,11.4,14.9,0.035,24.0,34.0,True
6.89,0.24,11.0,9.5,0.029,38.0,41.1,True
6.81,0.86,16.2,13.6,0.017,19.5,23.9,True
6.88,0.24,12.2,17.5,0.017,31.4,50.5,True
7.04,0.45,10.9,20.2,0.039,34.0,27.2,True
7.51,0.35,17.4,11.8,0.03,28.9,56.1,True
7.06,0.87,20.4,5.8,0.017,26.5,20.2,True
6.93,0.59,12.2,22.7,0.011,42.5,52.6,True
9.58,4.01,59.5,60.6,0.983,251.7,398.0,False
7.76,0.68,20.9,5.1,0.007,30.0,26.3,True
7.32,0.33,21.7,15.5,0.006,20.6,46.5,True
7.63,0.84,16.6,9.2,0.028,23.0,47.8,True
8.56,2.65,59.6,84.2,1.202,144.5,356.2,False
6.99,0.85,13.8,21.1,0.037,34.7,44.5,True
7.1,0.4,12.2,17.0,0.006,14.8,23.9,True
6.67,0.23,18.0,15.3,0.017,14.3,44.0,True
7.05,0.37,16.6,23.0,0.009,38.7,18.6,True
6.76,0.55,18.9,12.5,0.025,18.4,54.3,True
8.86,3.48,48.8,58.0,1.658,248.9,297.7,False
7.23,0.44,17.6,21.9,0.032,16.3,44.7,True
6.74,0.7,13.3,22.1,0.012,42.4,50.5,True
4.71,4.48,55.3,85.2,0.94,297.1,282.6,False
9.25,3.61,51.6,86.2,1.552,169.6,214.1,False
6.64,0.62,21.2,5.6,0.037,10.7,15.7,True
7.2,0.44,21.5,13.8,0.036,18.6,59.8,True
7.25,0.73,11.2,15.5,0.007,20.7,54.3,True
7.59,0.49,21.9,12.3,0.016,12.8,44.6,True
6.82,0.27,20.8,19.1,0.008,31.0,43.4,True
7.36,0.53,12.2,19.1,0.026,15.3,55.6,True
8.46,2.36,38.6,64.5,1.952,142.0,197.0,False
6.85,0.53,13.1,6.2,0.008,29.0,19.9,True
7.13,0.86,10.2,18.4,0.032,38.8,22.5,True
6.79,0.5,13.3,5.7,0.033,39.2,29.7,True
5.49,3.73,62.8,66.7,1.27,254.6,193.8,False
7.51,0.43,14.8,21.4,0.037,22.6,52.2,True
7.39,0.57,18.7,18.3,0.032,23.6,19.5,True
7.42,0.52,20.7,24.8,0.009,15.6,57.7,True
6.78,0.6,19.0,24.1,0.036,44.6,58.8,True
9.5,2.48,37.0,57.4,1.818,195.4,355.0,False
5.71,3.72,49.6,55.0,1.637,217.2,276.7,False
7.72,0.25,15.0,22.6,0.034,16.9,26.0,True
7.64,0.83,14.9,25.0,0.038,44.5,49.7,True
9.04,3.85,36.7,65.6,1.219,244.3,313.9,False
7.06,0.33,14.1,19.3,0.035,24.5,23.3,True
7.1,0.23,21.0,9.9,0.017,20.3,48.7,True
7.55,0.5,20.2,24.3,0.038,28.7,26.7,True
6.93,0.65,15.4,15.3,0.027,27.3,44.1,True
7.5,0.58,15.8,16.2,0.03,31.9,39.3,True
7.59,0.33,20.9,11.8,0.031,14.7,38.0,True
6.78,0.67,19.1,19.6,0.038,25.1,34.2,True
9.5,2.97,48.0,81.2,1.288,273.8,359.0,False
7.51,0.74,18.5,9.3,0.012,39.7,20.2,True
7.79,0.27,18.3,17.8,0.019,33.6,52.2,True
6.72,0.82,18.4,15.2,0.006,38.4,43.1,True
7.19,0.57,15.0,13.9,0.025,37.4,29.5,True
4.96,3.0,35.1,54.1,1.781,247.6,337.3,False
7.72,0.28,11.9,7.5,0.03,18.9,34.8,True
5.23,4.37,56.6,87.2,0.792,246.9,382.9,False
7.23,0.3,14.5,10.4,0.009,13.0,31.0,True
6.66,0.77,11.7,18.2,0.012,34.1,47.0,True
7.09,0.41,12.6,20.0,0.006,38.0,43.1,True
7.79,0.36,15.1,22.5,0.015,27.7,17.1,True
7.02,0.68,18.6,16.7,0.026,40.4,42.5,True
6.54,0.52,19.7,17.5,0.01,44.9,31.7,True
7.79,0.44,16.5,8.0,0.028,36.0,45.3,True
7.08,0.75,10.6,12.1,0.006,18.7,47.6,True
9.5,3.19,49.5,87.7,1.51,214.6,203.5,False
7.63,0.42,12.7,8.0,0.028,43.0,33.5,True
9.21,2.54,43.5,83.5,1.532,171.3,388.7,False
7.47,0.76,10.9,13.2,0.016,38.6,38.6,True
7.32,0.25,10.8,21.4,0.016,15.9,25.4,True
7.77,0.75,21.1,11.8,0.024,19.2,34.2,True
5.63,4.27,44.7,52.9,1.317,286.4,335.0,False
6.53,0.47,12.4,7.3,0.017,18.9,51.7,True
8.98,3.37,53.2,55.5,0.733,229.8,301.8,False
5.64,2.7,48.2,79.1,1.401,187.9,386.4,False
4.75,4.47,53.1,53.6,1.807,292.2,384.4,False
7.02,0.76,17.0,7.0,0.04,35.7,39.1,True
7.08,0.54,21.6,5.2,0.02,35.4,15.6,True
8.51,4.29,54.7,62.3,0.539,220.2,221.9,False
6.71,0.78,12.4,18.2,0.04,42.9,33.3,True
9.34,3.58,61.8,62.7,1.292,296.5,260.1,False
6.72,0.86,13.7,23.3,0.031,44.1,39.9,True
6.54,0.53,10.7,19.0,0.012,39.7,29.2,True
6.57,0.71,20.6,10.5,0.018,23.1,32.2,True
6.74,0.31,13.4,17.0,0.037,38.4,56.6,True
7.05,0.85,10.9,22.4,0.035,17.4,16.1,True
7.62,0.25,14.4,5.4,0.038,40.1,51.9,True
6.71,0.86,11.4,19.0,0.011,16.1,16.5,True
6.96,0.8,21.6,23.0,0.023,40.7,59.8,True
7.47,0.22,18.8,22.5,0.017,14.4,41.4,True
7.73,0.61,22.0,14.9,0.005,29.2,18.8,True
6.96,0.74,19.0,24.9,0.028,22.4,59.9,True
6.61,0.75,10.8,7.9,0.028,33.4,42.9,True
6.62,0.34,17.2,18.6,0.008,41.9,20.8,True
7.57,0.47,16.0,19.4,0.033,31.5,29.8,True
6.62,0.57,12.2,11.7,0.027,39.2,16.5,True
6.73,0.48,21.8,24.9,0.035,19.4,55.5,True
7.17,0.81,19.2,22.2,0.006,23.9,42.2,True
7.08,0.88,11.5,19.8,0.017,36.5,36.6,True
7.69,0.62,15.7,6.6,0.034,20.5,17.8,True
9.25,4.43,45.7,50.8,1.908,294.9,216.3,False
6.71,0.68,14.7,6.2,0.02,40.4,17.5,True
8.36,2.97,55.7,52.8,1.423,271.5,287.3,False
7.41,0.85,17.4,10.9,0.033,27.4,34.0,True
6.55,0.36,21.7,18.5,0.015,36.7,56.0,True
8.73,2.65,57.0,75.0,0.586,145.5,376.2,False
8.83,4.42,56.7,89.4,1.571,254.5,398.6,False
6.61,0.48,20.7,18.5,0.025,40.3,54.2,True
7.03,0.61,14.4,23.0,0.034,14.0,30.5,True
6.68,0.7,20.1,22.0,0.028,30.7,46.8,True
6.52,0.66,19.9,8.5,0.015,44.4,20.5,True
7.03,0.36,14.3,22.2,0.007,34.5,49.9,True
7.61,0.6,21.9,15.5,0.036,24.5,34.5,True
6.8,0.89,11.1,5.1,0.028,13.7,29.0,True
6.6,0.36,16.4,5.9,0.038,19.9,31.0,True
6.6,0.54,20.8,23.8,0.037,29.3,17.1,True
8.43,3.05,41.9,67.0,0.506,271.3,339.0,False
7.72,0.25,15.7,24.0,0.04,15.1,49.7,True
7.33,0.69,11.8,10.6,0.025,30.1,51.0,True
6.86,0.34,10.9,22.7,0.005,16.4,38.0,True
7.38,0.33,14.1,7.8,0.024,21.6,50.6,True
7.18,0.21,13.2,9.1,0.023,21.0,20.0,True
6.91,0.76,10.4,10.2,0.036,23.9,58.4,True
7.64,0.45,15.9,12.4,0.015,20.0,16.8,True
5.13,3.24,64.6,56.4,1.868,276.8,331.5,False
6.99,0.73,14.7,18.1,0.006,18.9,53.9,True
6.73,0.68,17.9,19.2,0.025,39.9,45.0,True
7.09,0.85,21.9,6.9,0.009,35.4,40.9,True
4.61,3.3,57.8,58.8,1.919,228.7,324.4,False
7.52,0.31,13.9,15.7,0.016,31.0,18.2,True
7.56,0.46,11.1,21.4,0.033,40.8,21.9,True
6.89,0.43,20.5,6.6,0.028,27.5,54.0,True
7.65,0.47,18.4,20.0,0.017,24.9,48.6,True
7.68,0.79,19.8,7.4,0.022,20.7,39.8,True
7.78,0.34,14.9,21.5,0.014,17.4,29.3,True
7.45,0.38,19.8,23.5,0.027,25.7,16.2,True
8.51,2.71,42.4,78.3,1.949,236.3,250.4,False
7.75,0.25,19.0,16.0,0.024,36.8,50.9,True
5.39,3.84,36.8,89.7,1.828,244.3,330.3,False
7.45,0.31,15.2,22.8,0.012,21.8,45.1,True
8.73,3.52,55.6,76.0,0.903,269.3,210.1,False
6.83,0.38,20.4,17.8,0.007,35.0,55.2,True
6.6,0.59,12.0,22.2,0.039,18.2,32.0,True
6.54,0.86,18.4,5.9,0.008,11.2,30.9,True
7.39,0.79,14.4,6.7,0.039,22.9,23.7,True
7.37,0.68,12.1,22.1,0.012,29.0,28.1,True
6.82,0.49,19.3,14.1,0.013,20.0,48.5,True
8.97,3.91,58.3,81.2,0.805,257.4,369.1,False
7.6,0.22,20.4,24.9,0.039,20.7,49.1,True
6.65,0.89,19.3,13.5,0.035,40.8,32.8,True
7.52,0.44,11.4,21.1,0.017,12.2,26.0,True
5.39,4.01,39.2,74.4,0.652,251.6,395.7,False
7.67,0.46,11.9,19.5,0.011,28.5,52.8,True
7.25,0.5,11.7,5.6,0.03,22.2,45.4,True
7.47,0.42,12.3,15.7,0.036,33.1,25.9,True
5.62,2.49,54.1,76.7,0.513,273.5,228.8,False
7.6,0.53,18.2,17.3,0.009,39.4,50.9,True
7.71,0.41,14.3,17.7,0.008,35.6,35.2,True
6.94,0.48,18.8,24.0,0.028,29.1,28.7,True
7.58,0.78,20.6,13.5,0.016,12.2,34.7,True
4.63,3.35,52.7,54.4,0.667,232.2,299.2,False
6.72,0.78,21.7,11.3,0.021,25.9,15.8,True
6.82,0.58,18.2,18.4,0.028,38.1,56.4,True
7.59,0.36,20.7,7.4,0.038,14.5,39.4,True
6.85,0.65,12.8,17.2,0.017,24.7,44.4,True
5.66,3.41,39.7,56.7,0.635,268.7,250.7,False
7.01,0.33,19.4,14.9,0.012,21.5,18.7,True
7.52,0.33,11.7,14.6,0.029,19.0,47.4,True
7.07,0.67,20.8,8.3,0.034,44.8,27.8,True
7.36,0.22,13.7,11.1,0.012,29.1,41.6,True
6.65,0.57,12.3,11.6,0.027,15.2,46.4,True
6.63,0.74,18.7,13.9,0.019,32.2,38.4,True
7.71,0.49,20.1,11.2,0.033,28.7,29.5,True
5.5,3.62,41.4,55.5,0.867,159.4,213.5,False
4.7,3.15,53.6,67.0,1.793,148.3,213.6,False
4.9,3.49,40.0,76.1,0.803,252.4,225.5,False
7.26,0.53,20.2,6.0,0.016,24.3,45.9,True
7.66,0.41,13.3,20.7,0.006,16.9,26.4,True
7.75,0.75,20.3,17.6,0.007,20.3,45.6,True
7.44,0.82,13.0,6.4,0.013,40.3,21.3,True
7.32,0.27,20.4,23.6,0.037,12.8,35.5,True
6.58,0.42,19.4,10.7,0.022,26.8,36.7,True
6.58,0.24,12.9,16.4,0.013,20.1,18.2,True
8.53,2.97,37.6,56.5,1.867,155.7,265.2,False
7.6,0.67,18.8,6.2,0.015,19.3,20.8,True
7.17,0.35,17.2,7.9,0.028,32.7,45.7,True
7.32,0.63,17.1,24.9,0.01,21.2,25.1,True
7.08,0.63,19.3,19.0,0.034,27.5,57.6,True
7.13,0.41,13.4,14.7,0.021,11.5,42.2,True
7.12,0.53,12.8,14.8,0.017,34.7,57.9,True
7.37,0.89,15.0,10.6,0.037,36.1,56.7,True
5.68,2.98,52.6,52.4,1.608,275.5,391.9,False
6.67,0.66,14.0,13.4,0.01,18.7,45.7,True
9.68,3.55,41.6,81.1,0.782,258.8,303.1,False
6.64,0.33,15.4,24.6,0.01,38.2,22.3,True
9.09,2.83,45.9,60.1,1.941,274.1,249.1,False
7.77,0.44,10.6,8.2,0.02,44.9,18.0,True
7.52,0.57,10.3,15.3,0.013,37.6,47.5,True
8.65,3.71,64.8,53.5,1.296,288.3,375.1,False
7.67,0.39,13.2,12.8,0.009,28.7,33.2,True
9.58,4.18,45.9,84.6,1.518,292.5,337.2,False
6.99,0.51,12.5,20.2,0.018,29.8,59.1,True
8.93,2.79,58.8,75.9,0.757,274.7,359.9,False
9.58,2.75,49.0,80.1,0.676,158.4,385.4,False
6.76,0.49,15.4,8.1,0.034,10.1,26.6,True
7.15,0.72,13.7,13.0,0.011,14.3,23.4,True
5.27,2.96,47.9,64.5,1.723,140.5,218.0,False
6.93,0.7,20.0,5.4,0.021,28.8,56.8,True
6.87,0.53,10.3,12.4,0.023,30.4,42.8,True
6.73,0.23,19.8,20.1,0.02,41.4,24.6,True
7.17,0.29,20.9,13.0,0.007,38.0,30.4,True
6.51,0.35,14.2,21.6,0.033,20.2,28.6,True
6.66,0.63,15.7,15.5,0.033,32.5,21.0,True
6.86,0.52,20.0,8.2,0.01,19.9,54.3,True
6.85,0.63,17.5,20.4,0.015,12.3,52.3,True
6.55,0.56,10.8,14.0,0.019,34.8,46.9,True
8.6,3.12,50.5,82.9,1.819,177.8,266.5,False
7.59,0.54,21.0,23.9,0.015,43.6,41.9,True
6.65,0.22,20.7,21.0,0.037,37.5,36.2,True
7.43,0.71,12.5,22.9,0.039,14.7,20.2,True
7.13,0.46,19.8,13.6,0.013,44.0,49.4,True
6.65,0.27,18.2,13.4,0.021,41.8,46.6,True
7.36,0.34,12.0,10.7,0.008,27.5,32.3,True
8.35,3.89,40.2,65.7,1.32,267.9,388.4,False
7.47,0.42,17.0,18.9,0.034,17.4,18.6,True
8.68,2.35,40.3,57.7,0.911,141.2,206.0,False
6.69,0.6,11.1,11.7,0.006,41.6,53.0,True
6.59,0.32,16.6,21.1,0.024,30.1,56.7,True
6.63,0.66,16.8,8.6,0.039,15.5,15.4,True
6.66,0.26,13.0,18.8,0.027,38.5,55.6,True
7.78,0.89,12.5,24.6,0.025,22.4,32.5,True
6.92,0.84,16.3,12.7,0.006,16.2,33.8,True
7.44,0.7,20.4,13.8,0.01,42.1,32.1,True
7.7,0.75,15.8,5.8,0.032,12.2,47.1,True
5.24,3.86,35.3,72.0,1.976,217.1,395.5,False
7.61,0.77,12.6,16.6,0.026,32.7,46.3,True
7.05,0.57,13.6,12.3,0.034,15.0,26.1,True
6.67,0.79,14.4,23.6,0.033,14.5,38.2,True
7.06,0.89,21.0,12.5,0.038,19.0,58.9,True
7.07,0.62,15.1,18.5,0.033,21.0,20.8,True
7.23,0.8,18.4,15.1,0.025,18.0,23.0,True
7.06,0.31,15.8,12.5,0.026,27.2,28.2,True
7.31,0.23,15.9,12.4,0.008,20.5,45.0,True
7.42,0.25,21.2,11.1,0.009,36.8,52.1,True
7.28,0.5,13.0,8.8,0.036,32.9,23.4,True
6.95,0.43,12.7,11.0,0.01,23.9,43.7,True
5.78,2.39,44.9,58.5,1.503,262.1,319.5,False
6.59,0.56,19.7,15.7,0.006,28.4,38.3,True
7.06,0.78,20.9,22.6,0.009,37.9,47.6,True
7.63,0.5,19.4,16.2,0.019,18.5,43.4,True
7.45,0.78,20.9,8.5,0.019,18.3,44.8,True
7.51,0.76,12.4,13.1,0.024,23.3,58.4,True
8.8,4.18,50.7,89.4,1.77,162.4,243.9,False
7.46,0.8,21.5,15.3,0.005,23.7,46.4,True
4.96,2.55,61.6,67.8,1.713,294.9,330.7,False
5.52,3.05,59.0,70.0,1.271,149.7,321.1,False
6.68,0.75,20.7,16.6,0.03,18.1,36.1,True
7.06,0.27,13.1,22.4,0.032,28.2,18.3,True
7.21,0.39,15.0,10.4,0.013,42.1,52.4,True
6.56,0.33,15.1,19.0,0.01,12.8,25.7,True
5.24,2.89,63.2,79.2,1.467,215.2,348.7,False
7.64,0.22,16.3,19.3,0.038,36.4,48.0,True
6.81,0.76,21.5,22.3,0.019,33.4,23.9,True
7.44,0.81,20.4,18.3,0.007,23.3,31.7,True
7.54,0.46,16.3,23.8,0.01,37.8,31.6,True
7.18,0.41,15.3,21.4,0.036,35.5,42.1,True
7.5,0.49,19.8,24.2,0.018,30.2,35.1,True
8.54,3.42,62.4,62.1,1.553,176.9,292.6,False
7.57,0.6,10.5,20.4,0.033,26.9,32.6,True
6.82,0.32,18.8,20.2,0.034,27.1,25.4,True
6.6,0.43,15.4,16.1,0.04,33.9,45.8,True
7.13,0.56,17.5,12.2,0.036,39.8,24.9,True
7.6,0.31,15.4,12.0,0.024,12.0,29.1,True
6.91,0.63,13.7,22.3,0.016,24.5,30.7,True
9.09,2.38,35.1,84.8,1.186,233.4,222.4,False
7.21,0.33,15.1,14.7,0.01,39.6,22.2,True
7.41,0.39,15.9,18.4,0.005,16.2,59.3,True
7.67,0.49,12.2,17.9,0.011,21.2,31.2,True
7.37,0.88,11.4,7.3,0.016,31.8,48.6,True
5.35,2.53,36.6,60.9,0.509,237.3,351.0,False
6.62,0.23,12.2,10.0,0.035,37.3,28.3,True
4.93,2.31,49.6,87.5,0.536,272.6,227.0,False
7.34,0.85,17.5,10.0,0.033,37.8,16.0,True
7.48,0.34,14.6,16.8,0.011,11.2,35.4,True
8.69,2.33,60.8,80.3,1.57,290.0,389.2,False
7.4,0.22,15.2,20.7,0.02,25.4,23.6,True
6.95,0.29,16.6,17.5,0.015,29.5,56.5,True
7.62,0.29,19.5,17.8,0.033,31.6,54.4,True
9.33,3.19,45.6,67.0,1.734,283.9,293.6,False
7.22,0.38,14.8,20.2,0.017,12.5,59.5,True
5.77,2.32,48.1,78.5,1.132,219.6,269.6,False
5.05,2.78,39.8,64.3,0.674,223.1,217.4,False
5.15,2.59,52.0,79.0,1.08,266.3,240.4,False
7.69,0.25,19.6,17.0,0.018,14.7,49.1,True
6.77,0.6,20.1,8.4,0.035,38.9,36.8,True
7.29,0.4,15.3,19.8,0.027,14.0,32.4,True
7.04,0.3,11.2,8.2,0.02,40.8,45.7,True
6.94,0.6,16.0,22.5,0.031,44.5,39.5,True
7.55,0.51,14.9,24.2,0.025,36.7,17.3,True
9.62,3.67,50.2,53.7,0.996,169.2,285.4,False
7.26,0.8,15.2,16.0,0.009,13.6,51.7,True
7.65,0.75,20.1,5.9,0.015,23.7,28.6,True
6.95,0.63,13.0,15.4,0.023,36.1,46.3,True
7.27,0.67,14.2,6.6,0.008,44.3,55.1,True
7.05,0.24,14.3,20.7,0.032,41.2,48.4,True
6.74,0.59,13.7,15.6,0.039,20.5,35.9,True
6.75,0.23,21.0,23.1,0.015,11.4,23.0,True
6.8,0.48,12.5,10.3,0.008,26.3,46.0,True
6.96,0.81,20.7,10.5,0.04,44.0,37.6,True
7.16,0.21,21.3,7.7,0.034,32.0,50.0,True
8.51,3.54,36.6,70.8,1.528,194.5,315.6,False
7.05,0.84,20.7,18.9,0.026,37.2,20.0,True
6.93,0.61,19.6,12.1,0.008,41.1,18.4,True
9.57,4.4,40.1,85.2,0.588,180.2,316.1,False
7.32,0.46,14.1,23.1,0.039,26.1,22.8,True
7.05,0.54,13.9,12.0,0.009,41.2,57.2,True
7.11,0.72,10.8,5.9,0.032,26.5,43.1,True
7.23,0.89,13.9,9.1,0.024,12.0,22.4,True
9.49,4.25,61.0,86.2,1.431,260.1,355.6,False
8.66,4.31,59.7,51.5,1.117,165.7,244.7,False
7.5,0.49,19.7,8.5,0.021,43.7,38.1,True
6.86,0.68,15.3,22.3,0.011,41.4,20.6,True
6.72,0.71,16.3,8.4,0.036,42.6,30.9,True
7.63,0.64,18.5,11.7,0.037,37.0,20.5,True
8.35,4.4,64.5,74.0,1.401,242.7,274.6,False
7.56,0.27,11.6,14.4,0.025,24.6,26.5,True
7.78,0.89,11.0,14.2,0.034,32.8,51.4,True
7.09,0.48,11.6,22.8,0.025,40.0,53.9,True
5.2,3.37,41.5,83.3,1.116,279.5,233.0,False
7.23,0.89,20.9,5.2,0.026,34.9,24.9,True
6.8,0.83,17.6,12.2,0.037,29.7,55.1,True
