Azot,Fosfor,Potasyum,pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
77.5,43.1,362.3,6.92,1.93,0.27,MilliTinli,Karpuz,415.5,22.6,1,1,5462
97.8,48.5,379.3,6.96,3.35,0.1,MilliTinli,Hiyar,315.6,18.2,1,1,5330
34.5,24.4,178.5,6.53,1.87,0.8,Tinli,Nohut,380.6,12.5,0,1,301
54.7,32.3,163.1,7.0,1.37,1.17,MilliTinli,Fiğ,445.0,10.6,0,1,284
69.8,21.6,183.0,5.98,2.44,0.11,KilliTinli,Badem,707.5,14.0,0,1,3379
76.1,43.8,203.3,5.86,2.97,0.11,Tinli,Kimyon,815.2,18.9,1,1,3486
39.5,25.5,203.1,6.6,1.95,0.51,Tinli,Bezelye,346.7,10.8,0,1,324
101.1,44.7,256.1,6.56,3.52,0.34,MilliTinli,Ispanak,253.6,22.7,1,1,1970
69.9,36.6,251.0,7.24,3.38,0.46,Killi,YerFistigi,567.7,21.7,1,0,4823
70.2,42.8,264.8,6.01,3.75,0.22,Tinli,Ayva,818.9,18.4,0,1,3817
41.1,28.0,180.3,5.78,3.59,0.16,KumluTinli,Portakal,894.7,19.8,1,0,3060
35.8,21.0,166.6,6.87,1.74,0.84,Killi,Bezelye,429.9,13.2,1,1,693
27.0,29.6,173.4,7.59,1.73,0.76,Tinli,Fasulye,351.5,13.2,0,1,286
57.8,30.7,184.3,5.96,2.57,0.38,KilliTinli,Rezene,502.9,14.6,0,0,2756
79.9,37.7,215.3,5.72,3.63,0.33,Tinli,Rezene,738.4,16.1,1,1,3708
62.3,50.3,337.8,6.93,2.63,0.22,MilliTinli,Turp,312.8,22.6,1,1,1901
76.1,26.1,271.8,5.54,3.5,0.33,KilliTinli,Kayisi,633.0,17.9,0,1,3621
40.2,38.3,198.8,7.03,3.06,0.1,KilliTinli,Incir,563.1,12.7,1,1,3365
106.5,38.5,254.8,6.13,3.64,0.23,KumluTinli,Marul,386.7,22.6,1,1,2209
98.9,55.7,346.7,6.7,4.14,0.27,KumluTinli,Prasa,423.1,21.8,1,1,2189
65.2,28.0,228.0,6.4,3.81,0.26,Tinli,Nane,572.6,13.4,0,1,3556
32.5,19.4,173.7,7.5,1.91,1.07,Tinli,Bezelye,399.0,13.6,1,0,535
72.8,44.5,289.7,6.81,2.28,0.28,KilliTinli,OglanOtu,851.7,15.2,1,1,3432
42.4,33.8,180.0,7.34,1.39,0.58,Tinli,Fasulye,303.8,12.7,0,1,293
93.9,63.6,258.6,6.28,4.14,0.48,TinliKumlu,Sarımsak,450.3,21.1,1,1,2034
82.7,44.5,225.7,7.47,2.11,0.62,Killi,Soya,575.6,21.3,1,1,4936
75.2,28.5,181.5,7.4,2.51,0.39,KumluTinli,AntepFistigi,804.9,15.2,0,1,3229
59.1,36.9,250.2,7.03,2.48,0.64,Tinli,YerFistigi,426.9,16.9,1,1,4818
63.9,44.1,202.6,6.05,3.99,0.27,KumluTinli,MeyanKoku,891.0,19.6,0,1,3555
51.2,38.0,248.0,5.8,3.62,0.21,Tinli,Uzum,541.9,18.2,1,1,3773
54.3,26.0,167.5,6.61,1.67,0.44,Killi,Cavdar,538.2,12.7,1,1,729
64.3,22.3,229.0,7.07,3.34,0.17,KumluTinli,Rezene,532.4,18.5,1,1,3703
72.9,38.0,235.3,6.17,3.16,0.23,Tinli,AdaCayi,724.7,17.5,0,0,2964
26.2,32.7,228.1,7.15,1.35,0.89,MilliTinli,Cavdar,531.3,10.8,0,1,278
69.2,36.1,300.8,6.96,2.09,0.44,AgirKilli,Soya,641.7,21.7,0,1,4800
51.8,23.0,296.1,7.08,3.01,0.21,KumluTinli,Korunga,607.8,19.7,1,1,3184
61.4,46.2,249.7,6.17,3.67,0.5,KumluTinli,Ispanak,382.6,24.2,1,0,1742
50.4,30.9,282.4,7.19,2.29,0.39,KumluTinli,Greyfurt,666.7,13.3,1,1,3290
38.0,28.7,226.2,6.75,2.12,1.0,MilliTinli,Mercimek,465.2,12.8,0,1,293
58.9,47.9,266.7,6.97,2.17,0.61,AgirKilli,Soya,660.9,21.2,1,1,5320
100.0,53.3,366.2,6.27,4.42,0.26,KumluTinli,Domates,391.4,22.5,1,1,6284
46.7,44.2,220.7,7.06,3.54,0.14,Tinli,Salep,693.4,17.0,0,1,3755
46.1,37.3,276.2,7.2,2.09,0.26,KumluTinli,MeyanKoku,867.5,14.2,1,1,3324
59.6,40.2,211.1,7.29,2.25,0.11,KilliTinli,Incir,504.3,18.9,1,1,3295
56.5,40.4,207.9,7.16,3.23,0.35,KumluTinli,Badem,762.5,17.4,1,1,3199
38.0,22.9,162.7,6.62,2.24,0.46,Killi,Bezelye,350.5,12.8,0,1,310
61.9,39.4,266.0,5.89,3.73,0.36,KilliTinli,Kimyon,579.0,12.5,1,1,3504
64.5,28.0,272.4,6.0,2.12,0.31,KilliTinli,AdaCayi,722.2,12.8,0,1,3063
78.6,31.4,286.1,7.62,2.78,0.77,Killi,YerFistigi,443.6,15.5,1,0,4638
90.0,53.7,241.5,7.01,4.03,0.49,TinliKumlu,Maydanoz,422.5,23.8,1,1,2192
31.9,20.1,214.0,7.32,2.2,1.13,MilliTinli,Fasulye,358.7,11.0,0,1,287
30.3,33.1,214.8,7.19,1.21,0.74,MilliTinli,Nohut,447.7,10.5,0,1,287
59.4,38.5,211.5,7.11,2.14,0.39,KilliTinli,Nar,885.3,18.2,1,1,3192
76.0,35.7,297.1,5.99,2.51,0.23,Tinli,Biberiye,630.0,16.0,0,1,3180
61.7,33.5,221.5,7.01,2.83,0.14,Tinli,Portakal,567.8,17.1,0,1,3371
90.8,56.2,350.8,6.42,2.9,0.19,TinliKumlu,Ispanak,300.3,18.2,1,1,1961
77.4,44.4,263.5,7.33,2.26,0.24,KilliTinli,Badem,729.4,15.1,0,1,3059
76.2,47.1,323.9,7.12,4.47,0.17,KumluTinli,Biber,455.6,23.5,1,1,2287
55.6,44.9,192.2,6.44,3.28,0.22,KumluTinli,AntepFistigi,805.1,12.3,1,1,3475
32.5,22.4,188.4,7.61,2.29,0.85,MilliTinli,Bugday,498.8,10.4,1,1,649
64.2,22.6,198.1,6.37,2.78,0.21,KumluTinli,Kusburnu,771.3,15.1,1,1,3584
76.5,23.1,211.6,7.06,3.15,0.32,KilliTinli,Kimyon,667.7,16.0,0,1,3578
34.4,34.5,236.8,6.69,2.06,1.07,Killi,Bugday,444.2,13.7,1,1,627
57.5,43.0,197.4,6.79,2.0,0.32,KumluTinli,Lavanta,681.5,15.7,1,1,3096
84.6,42.4,251.6,7.03,3.97,0.25,MilliTinli,Lahana,481.0,26.0,1,1,5482
42.8,44.3,294.8,7.06,2.31,0.32,Tinli,Elma,639.3,19.7,0,1,3434
56.0,41.1,270.7,6.68,2.68,0.37,KumluTinli,AdaCayi,668.0,14.4,1,1,3309
62.1,44.4,228.7,7.35,2.01,0.35,KilliTinli,Papatya,629.2,16.9,1,1,3395
78.2,22.9,252.3,5.84,2.08,0.39,Tinli,Kayisi,607.8,12.0,1,1,3248
38.6,32.2,237.5,7.25,1.3,0.86,Killi,Celtik,367.3,13.3,1,1,658
54.8,27.9,252.0,6.6,2.88,0.37,Tinli,Yonca,776.1,17.3,0,1,3559
100.5,44.2,299.9,6.34,3.78,0.1,MilliTinli,Domates,487.4,25.3,1,1,5400
57.4,34.4,269.8,6.1,3.59,0.29,Tinli,Kayisi,621.6,13.6,1,1,3275
60.0,31.5,256.0,7.9,3.43,0.34,Killi,Aspir,528.3,16.8,1,1,5605
42.8,34.3,187.4,7.0,3.32,0.37,Tinli,Portakal,546.3,12.8,1,1,3440
92.1,51.5,318.4,7.16,4.01,0.45,TinliKumlu,Patlican,262.7,24.7,1,1,2156
46.8,34.8,288.3,7.35,2.3,0.22,KumluTinli,Uzum,711.1,15.3,1,1,3448
78.9,25.0,211.0,7.36,2.2,0.13,Tinli,AntepFistigi,614.6,12.1,1,1,3371
55.0,26.2,198.8,7.35,1.8,0.42,Killi,Celtik,358.0,12.5,0,1,291
89.6,53.4,273.2,6.49,2.61,0.3,MilliTinli,Ispanak,341.9,20.4,1,1,1906
67.5,36.1,198.6,6.37,3.89,0.12,KumluTinli,Anason,798.2,18.5,1,1,3794
44.9,40.9,255.2,7.05,2.4,0.22,KilliTinli,Limon,889.5,15.1,1,1,3323
62.8,26.3,293.8,6.15,3.94,0.21,KilliTinli,AdaCayi,522.6,19.3,1,1,3705
74.6,32.5,294.2,7.47,3.94,0.19,Tinli,Incir,609.4,16.8,1,1,3754
46.0,23.2,285.3,5.65,2.48,0.32,KumluTinli,Limon,770.1,16.6,1,1,3107
44.9,22.0,252.5,5.56,2.13,0.19,KumluTinli,Visne,866.6,15.9,1,1,3093
48.8,30.3,238.0,6.44,3.57,0.11,Tinli,Nar,528.2,16.3,1,1,3676
101.5,38.6,265.7,6.54,3.98,0.43,KumluTinli,Patlican,260.6,21.7,1,0,1932
55.4,43.2,220.0,6.94,2.29,0.23,Killi,Kanola,624.3,15.1,1,1,5032
74.9,35.4,375.3,6.17,2.63,0.41,MilliTinli,Lahana,486.1,24.2,1,1,5039
70.9,33.1,253.4,6.97,3.26,0.35,AgirKilli,Kanola,669.3,21.5,1,1,5482
75.4,41.2,297.7,7.94,2.38,0.77,Tinli,Pamuk,676.1,18.9,1,1,365
54.8,31.1,203.4,6.81,2.25,1.09,Tinli,Nohut,331.6,13.2,1,1,647
63.1,37.4,220.9,6.68,2.93,0.2,KumluTinli,Muz,607.2,17.7,1,1,3537
69.4,30.3,239.8,7.12,3.29,0.43,AgirKilli,Keten,550.0,17.8,1,1,5741
105.6,44.9,366.5,6.51,3.11,0.18,MilliTinli,Maydanoz,315.8,20.4,1,1,2120
53.8,20.7,200.7,5.97,2.83,0.26,KumluTinli,Cay,564.3,19.2,1,1,3554
50.3,34.8,219.9,6.21,3.96,0.18,KilliTinli,Kekik,881.5,17.4,1,1,3662
77.6,42.1,272.5,6.69,3.15,0.18,KilliTinli,Muz,728.9,19.1,0,1,3670
67.5,42.2,263.6,5.87,2.31,0.27,KilliTinli,Cilek,746.4,19.3,1,1,3212
47.7,16.9,161.8,7.51,1.33,1.14,MilliTinli,Cavdar,391.5,10.9,0,1,298
56.1,20.0,181.6,7.42,2.7,0.11,KumluTinli,Incir,510.2,13.3,1,1,3490
51.3,20.7,226.4,7.77,1.33,0.89,MilliTinli,Nohut,330.0,13.7,1,1,623
58.2,45.1,292.7,7.48,2.58,0.27,AgirKilli,Aycicegi,418.0,21.9,1,1,5247
47.8,27.7,257.6,5.98,2.42,0.24,Tinli,Limon,876.1,19.0,0,1,3517
61.4,20.8,298.5,7.3,2.95,0.16,Tinli,Biberiye,537.8,17.3,0,1,3660
69.5,54.9,306.2,6.65,2.59,0.34,KumluTinli,Ispanak,358.2,18.9,1,1,2102
62.6,23.5,272.1,6.7,3.19,0.31,Tinli,Salep,719.9,14.9,0,1,3630
81.1,60.4,244.6,6.76,4.0,0.41,KumluTinli,Biber,316.5,21.2,1,1,2293
33.3,35.0,182.9,6.9,1.79,0.41,Killi,Arpa,516.3,11.4,0,1,331
54.9,23.5,233.6,7.27,1.53,1.0,MilliTinli,Misir,343.6,13.2,0,1,274
87.8,42.0,271.9,7.06,2.26,0.27,AgirKilli,Soya,495.9,21.5,0,1,5175
84.5,56.2,361.7,7.01,3.84,0.36,MilliTinli,Ispanak,303.7,19.2,1,1,2144
64.7,57.4,339.1,6.99,4.23,0.2,TinliKumlu,Domates,446.8,20.8,1,1,6233
50.9,41.4,215.2,7.24,2.52,0.67,Tinli,Kanola,538.5,18.2,1,1,5053
44.7,28.7,298.5,5.96,2.48,0.16,KilliTinli,Badem,612.6,19.5,1,1,3455
52.3,38.9,297.9,6.91,2.44,0.38,Tinli,YerFistigi,664.2,17.2,1,1,5530
78.0,39.1,234.3,7.6,3.48,0.72,Tinli,Aycicegi,552.4,14.1,1,1,5555
43.4,20.2,204.2,6.8,2.13,0.15,Tinli,Mandalina,598.8,12.6,1,1,3492
68.5,36.1,207.6,5.55,2.65,0.18,KilliTinli,Incir,524.5,18.7,1,1,3247
102.8,56.0,353.5,6.23,2.95,0.48,TinliKumlu,Hiyar,324.3,24.7,1,1,5612
49.0,34.3,164.6,7.19,1.57,0.91,Killi,Burçak,510.6,13.7,0,1,297
52.7,29.5,293.4,7.23,2.54,0.25,KumluTinli,Findik,531.1,14.1,1,1,3107
94.6,62.4,250.7,6.82,3.72,0.25,KumluTinli,Ispanak,462.1,25.3,1,1,2056
86.6,41.4,297.1,6.99,2.85,0.1,KumluTinli,TazeSogan,287.0,18.2,1,1,2007
80.2,37.1,348.9,6.35,2.58,0.37,KumluTinli,Biber,470.3,25.8,1,1,2095
69.7,64.3,366.4,6.16,3.13,0.31,MilliTinli,Lahana,330.9,22.8,1,1,5411
91.8,35.9,345.1,6.22,3.95,0.34,MilliTinli,Sarımsak,411.7,20.6,1,0,1885
106.1,63.2,321.3,6.28,3.34,0.27,MilliTinli,Sarımsak,350.3,23.4,1,1,2014
64.2,41.2,212.0,7.91,2.46,0.76,AgirKilli,Soya,481.6,18.8,1,1,5316
68.0,37.5,180.6,6.18,3.63,0.38,Tinli,Kekik,694.1,17.2,1,1,3418
46.1,41.8,180.4,6.68,3.81,0.16,Tinli,Armut,561.6,16.0,1,1,3439
91.4,47.8,253.6,7.05,3.76,0.47,KumluTinli,Prasa,296.5,23.6,1,1,2050
77.7,45.1,259.6,7.51,3.27,0.58,Killi,Susam,440.5,15.5,0,1,5381
78.3,40.0,253.8,6.41,4.0,0.36,KilliTinli,Salep,750.4,12.5,1,1,3600
63.5,55.6,335.1,7.08,3.95,0.47,MilliTinli,Ispanak,362.7,23.1,1,1,2051
81.6,57.7,247.6,6.73,3.28,0.15,MilliTinli,Kereviz,350.3,25.5,1,1,2116
40.6,40.1,196.3,6.26,3.42,0.28,KilliTinli,Lavanta,630.8,19.9,1,0,2931
41.2,25.5,253.3,5.97,2.12,0.21,KumluTinli,Portakal,718.2,13.3,1,1,3268
61.4,41.0,254.4,7.02,2.98,0.75,Tinli,Keten,436.7,17.2,1,0,4953
44.7,33.3,241.6,7.27,2.17,0.34,Tinli,Incir,838.9,19.6,1,1,3041
90.5,44.5,324.3,7.11,1.85,0.21,TinliKumlu,Karpuz,365.6,22.5,1,1,4947
85.4,36.3,277.7,7.18,2.69,0.7,AgirKilli,SekerPancari,527.0,19.1,1,0,4581
94.2,42.0,279.0,6.94,3.46,0.41,TinliKumlu,Marul,490.2,22.9,1,0,1812
50.8,23.6,280.0,6.84,3.38,0.24,KumluTinli,Salep,831.3,13.4,0,1,3446
34.2,16.1,234.2,6.54,1.38,0.71,Tinli,Cavdar,328.6,10.3,0,1,311
42.2,30.8,262.1,7.21,2.22,0.16,Tinli,MeyanKoku,576.1,15.8,1,1,3146
74.5,26.0,223.1,7.1,3.91,0.13,KilliTinli,Cilek,673.4,12.2,0,1,3862
45.4,21.9,234.6,5.63,2.68,0.32,Tinli,SiloMisiri,782.2,13.6,0,1,3511
43.6,29.8,185.5,6.37,3.88,0.4,KilliTinli,Kiraz,514.7,16.6,1,1,3786
48.1,35.3,185.2,6.48,3.98,0.34,KilliTinli,AdaCayi,828.8,15.9,1,1,3604
51.1,47.2,255.5,7.43,2.78,0.33,Tinli,Kenevir,481.7,21.2,1,1,5452
25.4,24.4,185.6,7.09,1.69,0.75,Tinli,Yulaf,426.5,11.4,1,1,635
42.2,34.6,183.3,6.83,2.13,0.6,MilliTinli,Misir,389.5,13.8,1,1,721
58.3,43.1,287.6,7.14,2.16,0.28,Tinli,Kiraz,749.6,13.3,1,1,3120
53.7,20.3,233.5,7.4,3.18,0.39,KumluTinli,Seftali,570.9,12.4,1,0,3131
49.1,19.4,192.2,6.96,2.25,0.78,MilliTinli,Nohut,510.1,10.3,1,1,663
69.2,29.2,251.8,6.28,2.19,0.35,KilliTinli,Biberiye,693.5,19.6,1,1,3394
76.5,41.5,295.8,6.69,4.1,0.29,TinliKumlu,Hiyar,302.8,20.2,1,1,5740
32.6,18.1,208.0,7.75,1.71,1.17,Killi,Bugday,394.5,13.2,1,1,652
61.1,27.3,291.4,7.23,2.06,0.5,Tinli,Aycicegi,611.2,20.7,1,1,4985
75.2,20.4,269.6,5.84,3.49,0.1,KumluTinli,Portakal,766.2,16.6,1,1,3589
25.6,34.4,188.0,6.51,1.99,0.39,MilliTinli,Yulaf,502.7,10.3,1,1,685
42.9,22.1,232.5,5.51,3.68,0.11,KumluTinli,Greyfurt,822.9,18.3,1,1,3639
82.4,39.6,251.8,6.83,3.22,0.17,KumluTinli,Biber,401.5,20.6,1,1,2004
42.5,31.1,277.7,5.8,2.44,0.21,KumluTinli,Nane,632.9,15.4,1,1,3477
65.6,61.5,337.1,6.18,3.24,0.22,KumluTinli,TazeSogan,420.7,24.7,1,1,2018
66.5,26.2,227.5,5.54,2.34,0.38,Tinli,Salep,584.2,15.1,1,0,3038
54.0,21.1,188.4,7.19,1.74,0.34,Killi,Bugday,548.3,13.6,1,1,653
54.3,34.7,166.8,7.42,2.17,0.66,Tinli,Arpa,385.2,13.5,0,0,276
68.7,36.8,198.4,5.83,3.09,0.18,KumluTinli,Cilek,527.2,16.3,1,1,3237
37.2,33.3,165.1,7.22,1.22,0.82,Killi,Celtik,520.4,11.5,0,1,300
49.6,33.2,266.8,6.0,3.7,0.38,KilliTinli,Limon,665.8,18.6,1,1,3304
64.4,44.3,242.3,6.85,2.08,0.38,Tinli,Armut,718.9,13.9,0,1,2979
37.9,31.4,235.5,7.79,2.08,0.62,Tinli,Fasulye,487.9,11.0,1,1,702
68.9,24.6,250.4,6.59,3.09,0.32,KilliTinli,Erik,853.2,12.7,1,1,3392
67.1,24.0,181.9,7.41,3.26,0.19,KumluTinli,Salep,534.5,16.5,1,1,3610
60.2,50.8,365.4,6.15,3.61,0.49,KumluTinli,Tere,404.8,23.0,1,1,2016
34.1,19.3,182.6,6.99,2.28,0.62,Tinli,Nohut,322.5,13.3,0,1,308
51.1,36.5,262.8,6.79,3.24,0.39,KumluTinli,Kiraz,589.4,13.8,1,1,3433
54.1,39.3,215.6,6.49,3.87,0.1,KumluTinli,YemSalgamı,671.3,15.7,0,1,3679
49.7,43.2,293.3,6.63,2.67,0.19,KilliTinli,Safran,692.0,15.6,1,1,3483
61.1,40.9,281.1,6.97,3.45,0.38,KumluTinli,Nar,897.8,15.8,0,1,3639
52.1,33.7,210.3,7.02,2.16,0.35,Tinli,Burçak,368.3,13.7,0,1,302
61.2,38.1,266.7,6.07,3.38,0.37,MilliTinli,Hiyar,410.3,18.4,1,1,5646
69.3,39.7,239.9,6.61,2.58,0.31,KilliTinli,Kimyon,613.1,19.3,0,1,3166
64.9,37.1,187.7,7.44,2.46,0.25,KilliTinli,Kestane,777.2,17.6,1,1,3461
69.0,47.5,284.2,7.32,2.01,0.46,AgirKilli,Kenevir,502.1,17.3,1,1,5143
72.2,26.8,228.3,6.54,3.16,0.3,KilliTinli,Armut,535.8,17.9,0,0,3242
87.6,59.0,284.9,7.14,2.89,0.37,MilliTinli,Hiyar,344.4,20.7,1,1,5203
39.2,26.3,235.5,7.04,1.49,1.19,Killi,Misir,403.0,10.3,0,1,289
25.9,21.5,183.8,6.87,2.01,0.9,MilliTinli,Fiğ,492.6,10.7,0,1,303
90.2,51.6,347.3,6.72,2.56,0.4,TinliKumlu,Marul,302.2,20.0,1,1,1991
70.1,26.0,240.1,7.09,3.31,0.23,KumluTinli,Kestane,884.6,13.5,1,1,3405
77.3,24.4,194.3,6.81,2.42,0.35,KilliTinli,Korunga,519.5,19.9,1,1,3403
92.6,57.6,375.5,6.82,3.55,0.26,MilliTinli,Sarımsak,397.5,25.6,1,1,2225
78.5,30.0,237.5,6.18,2.04,0.22,KumluTinli,Cilek,558.0,13.4,1,1,3386
45.0,36.7,225.0,5.79,2.74,0.32,KumluTinli,Elma,630.9,14.1,1,1,3157
66.1,22.7,236.1,5.75,3.7,0.18,KilliTinli,Badem,794.9,17.2,1,1,3647
44.2,26.2,289.9,6.51,3.42,0.14,Tinli,Safran,880.2,13.2,1,1,3479
51.8,38.8,316.2,7.42,2.43,0.73,Tinli,Aspir,558.6,19.4,0,1,4755
67.7,31.0,266.5,6.04,2.92,0.3,KumluTinli,Cay,854.5,14.1,1,1,3217
54.0,43.5,264.0,5.57,3.81,0.35,KilliTinli,Safran,651.7,19.9,0,1,3446
44.5,25.9,233.8,7.19,2.23,1.08,Tinli,Yulaf,537.5,12.1,0,1,285
63.9,37.8,240.6,7.09,3.47,0.74,Killi,Keten,563.5,18.2,1,1,5485
79.1,44.9,254.5,6.91,3.28,0.58,AgirKilli,Keten,653.3,14.3,1,1,5534
92.3,61.6,251.4,6.1,3.32,0.23,MilliTinli,Turp,451.9,21.5,1,1,1961
68.8,40.7,299.8,6.05,3.39,0.29,KilliTinli,Zeytin,738.8,13.8,1,1,3570
93.6,57.9,377.1,6.92,4.28,0.32,KumluTinli,Patlican,406.3,22.1,1,0,1835
72.6,49.9,316.5,7.71,2.65,0.27,AgirKilli,Aspir,604.1,15.4,1,1,5248
26.8,17.1,238.7,7.71,2.29,1.03,Killi,Yulaf,496.5,12.7,0,1,322
59.0,40.6,299.5,7.63,3.41,0.64,AgirKilli,Aspir,641.9,14.2,1,1,5115
76.7,28.6,209.7,6.89,2.87,0.49,AgirKilli,Susam,653.4,17.3,1,1,5607
101.9,46.7,329.5,6.26,2.68,0.42,TinliKumlu,Patlican,410.3,25.4,1,1,2035
78.4,47.7,228.0,7.26,2.51,0.4,Tinli,Kenevir,610.3,14.6,1,1,5605
92.3,44.6,351.0,6.97,1.6,0.46,KumluTinli,Karpuz,410.5,25.5,1,1,5126
67.8,42.7,242.4,7.21,3.43,0.28,KilliTinli,Nane,517.6,13.4,1,1,3595
45.9,25.5,296.0,6.71,3.34,0.3,Tinli,Incir,600.8,15.3,0,1,3534
43.3,28.7,188.6,7.43,2.05,0.49,Killi,Misir,492.7,13.6,1,1,700
31.4,34.3,181.4,6.66,1.78,0.81,Killi,Cavdar,434.3,10.3,0,1,304
35.9,32.0,238.8,7.72,1.66,1.16,Killi,Fiğ,363.6,11.9,0,1,284
66.6,25.5,289.2,6.68,2.4,0.36,KilliTinli,Incir,661.6,15.2,1,1,3169
51.8,36.4,245.4,6.36,2.34,0.17,KilliTinli,Ayva,632.8,16.9,1,1,3258
104.6,49.8,313.8,6.48,3.85,0.22,MilliTinli,Roka,393.4,22.0,1,1,2027
103.1,63.5,249.4,6.08,4.46,0.17,TinliKumlu,Kavun,371.9,21.7,1,1,6189
56.0,44.6,232.7,5.72,2.47,0.26,KilliTinli,Findik,634.5,15.5,1,1,3074
66.2,23.0,195.1,5.94,2.51,0.29,KilliTinli,SiloMisiri,511.6,19.7,1,1,3276
48.3,28.1,203.5,6.62,2.22,0.86,Killi,Celtik,387.6,10.7,0,1,322
75.5,47.5,250.1,7.07,3.3,0.47,TinliKumlu,Patlican,495.5,19.7,1,1,2092
79.9,44.4,236.4,7.74,2.72,0.75,AgirKilli,Keten,482.9,15.0,1,1,5270
58.3,25.9,236.1,6.35,2.07,0.1,KilliTinli,MeyanKoku,800.4,18.5,1,1,3113
55.7,30.3,235.1,7.21,3.66,0.27,KilliTinli,Lavanta,516.3,20.0,0,1,3551
51.4,30.2,180.6,7.3,3.21,0.2,Tinli,Kimyon,817.5,14.0,1,1,3553
31.8,25.1,200.8,7.24,1.34,1.09,Tinli,Misir,500.0,10.9,0,1,305
73.2,44.5,221.9,7.2,3.9,0.18,KumluTinli,Kestane,513.3,19.2,1,1,3830
29.1,18.8,186.5,6.66,2.3,0.98,Tinli,Nohut,536.9,12.2,0,0,284
41.3,21.7,291.8,7.06,2.86,0.24,KilliTinli,Kestane,585.3,14.3,1,1,3447
53.8,20.7,230.1,7.6,1.64,0.96,MilliTinli,Mercimek,315.3,12.0,1,1,619
44.9,22.1,235.3,5.57,3.84,0.38,KilliTinli,OglanOtu,807.7,13.1,1,1,3517
27.2,33.3,174.2,7.13,2.26,0.81,Killi,Bugday,306.8,12.5,1,1,684
48.3,17.3,189.3,7.09,1.3,0.89,Killi,Celtik,481.7,13.1,1,1,608
41.8,28.5,242.7,7.28,2.1,0.4,KilliTinli,Findik,539.0,14.0,1,1,3281
85.8,60.4,277.9,6.24,2.85,0.49,MilliTinli,Kereviz,316.8,23.0,1,1,1983
58.1,21.3,254.3,7.38,3.24,0.24,Tinli,Limon,674.8,16.6,0,1,3344
55.0,43.0,214.4,7.1,3.07,0.32,KilliTinli,Biberiye,695.4,14.2,0,1,3603
69.9,33.0,208.6,7.07,2.83,0.4,Tinli,Kestane,786.6,19.5,0,1,3200
71.7,38.3,191.6,5.99,3.0,0.19,Tinli,Kayisi,556.5,19.9,1,1,3387
54.6,42.8,181.4,6.9,2.98,0.19,Tinli,Muz,792.8,12.7,1,1,3279
105.1,53.4,283.3,6.4,3.04,0.22,MilliTinli,Patlican,445.7,21.8,1,1,2134
28.1,20.7,215.5,7.06,2.28,0.44,MilliTinli,Mercimek,462.7,10.1,1,1,755
51.8,27.6,171.3,6.59,1.73,1.12,MilliTinli,Fiğ,423.4,12.6,0,1,284
41.3,30.0,198.0,7.2,2.23,0.52,Killi,Nohut,482.2,11.9,0,1,314
41.3,33.7,187.1,7.6,2.1,1.11,Killi,Fasulye,538.2,11.5,1,1,646
68.3,38.9,271.2,6.3,2.35,0.16,KilliTinli,Yonca,785.0,12.0,1,1,3122
62.5,42.3,221.2,6.14,3.69,0.12,Tinli,AntepFistigi,614.3,14.0,1,1,3554
83.4,42.8,250.7,7.58,2.06,0.65,AgirKilli,Tütün,691.3,20.0,1,1,5041
34.4,18.1,183.8,7.3,1.6,0.72,MilliTinli,Yulaf,376.6,12.7,1,1,628
63.8,37.3,197.1,6.1,2.68,0.24,KilliTinli,AdaCayi,718.4,15.4,1,1,3371
49.6,26.8,222.5,7.79,2.08,1.13,Tinli,Celtik,317.4,13.9,0,1,280
80.0,29.4,269.3,7.71,3.1,0.59,Killi,Tütün,411.3,18.7,1,1,5675
35.6,19.2,185.8,7.6,1.74,1.02,MilliTinli,Arpa,416.2,13.2,1,1,630
81.1,27.5,306.1,7.58,2.62,0.5,Killi,SekerPancari,500.5,16.2,1,0,4355
73.8,43.3,204.2,7.49,2.17,0.14,KilliTinli,Yonca,687.2,12.0,0,1,3188
72.9,22.3,194.0,6.56,3.22,0.28,KumluTinli,AdaCayi,745.4,17.2,1,1,3536
60.7,27.3,189.3,7.18,2.47,0.38,Tinli,Nane,641.4,14.1,1,1,3318
77.4,35.8,220.8,6.76,3.47,0.11,KilliTinli,Nane,569.2,15.3,0,1,3689
78.0,22.1,221.9,6.83,2.36,0.23,KumluTinli,Cilek,630.1,19.7,0,1,3117
60.6,33.9,255.3,7.24,3.08,0.38,KilliTinli,Armut,815.7,17.3,1,1,3588
61.5,38.2,240.3,5.86,2.4,0.25,KilliTinli,Badem,582.2,14.5,1,1,3331
50.0,40.6,275.8,7.24,2.46,0.32,Tinli,Portakal,519.7,13.7,1,1,3383
53.6,33.3,305.7,6.93,2.1,0.29,AgirKilli,Keten,640.3,18.5,1,1,5094
78.8,37.6,351.7,6.87,2.72,0.34,KumluTinli,TazeSogan,290.8,24.5,1,1,2076
51.7,38.8,289.9,5.65,3.27,0.21,KilliTinli,Uzum,765.3,16.6,0,1,3572
73.8,30.6,248.4,6.09,2.85,0.36,KumluTinli,AntepFistigi,734.4,17.5,1,1,3308
70.7,41.2,182.4,7.45,3.29,0.23,Tinli,Cilek,886.0,19.9,0,1,3635
50.9,15.4,172.6,6.72,1.94,0.92,MilliTinli,Bugday,457.2,10.6,0,1,309
