pH,Azot,Fosfor,Potasyum,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
6.22,73.5,57.4,370.3,2.41,0.5,204,3005
7.04,79.2,34.7,203.6,2.09,0.32,306,2005
6.7,48.6,27.8,188.7,1.29,0.83,202,1005
6.21,46.9,21.6,264.3,2.62,0.16,203,4006
5.51,76.8,44.2,293.1,2.83,0.37,202,4008
7.36,53.9,41.5,251.7,2.55,0.65,306,2001
8.04,39.1,20.8,173.3,0.97,0.35,402,7011
7.47,57.7,41.6,283.2,3.2,0.51,306,2010
6.53,27.9,25.7,210.9,2.23,0.32,301,1011
6.43,107.4,55.7,308.5,2.81,0.13,201,3008
7.17,53.5,28.8,174.8,2.28,0.73,202,1007
4.92,48.1,33.1,257.8,2.04,0.2,201,4016
6.97,52.2,33.8,300.2,2.28,0.66,306,2004
6.1,47.0,23.1,209.8,3.66,0.19,202,4005
6.52,23.7,17.7,174.6,1.16,0.75,202,8003
6.82,75.5,29.0,295.5,2.48,0.12,202,4006
7.42,49.9,32.3,229.9,2.36,0.3,202,4014
7.08,16.5,29.0,142.2,1.18,0.73,202,8001
7.04,89.9,34.9,261.2,3.32,0.23,202,2004
7.47,16.6,12.4,133.9,1.3,0.6,402,7009
5.81,51.7,38.0,203.0,3.18,0.27,203,5003
8.18,35.4,23.8,217.2,1.06,0.41,402,6002
7.02,29.9,23.9,177.1,1.43,0.6,402,7013
7.28,79.6,34.1,257.8,3.21,0.25,203,4014
7.34,20.6,17.6,144.4,1.64,0.57,101,7009
7.45,31.5,17.4,168.3,1.23,0.63,204,1005
7.23,19.5,21.9,140.2,1.55,0.53,202,8002
6.9,44.3,25.5,257.3,3.13,0.2,201,6001
6.77,43.6,15.1,212.1,1.27,0.97,202,1007
7.07,80.4,60.9,333.1,2.75,0.14,201,3009
6.94,51.0,36.6,241.1,2.45,0.53,301,2010
6.75,66.0,29.8,201.7,2.6,0.4,202,6005
7.58,52.1,27.8,208.2,2.31,0.56,306,2011
5.96,74.1,38.0,274.5,3.22,0.33,201,5001
6.64,53.3,23.9,160.7,2.2,0.34,301,1003
6.89,51.6,34.6,294.7,3.34,0.15,202,4011
6.85,75.7,29.4,294.0,3.25,0.26,202,5002
7.27,15.0,29.5,182.4,1.37,0.27,101,7002
7.37,82.5,29.5,231.5,2.3,0.25,301,2010
7.31,60.6,38.2,200.7,3.61,0.26,202,4012
7.15,104.5,60.4,289.5,3.06,0.19,204,3012
7.31,15.9,18.7,122.6,1.07,0.31,402,7003
6.42,101.8,47.5,265.8,4.16,0.16,102,3010
5.74,74.1,24.0,190.8,3.41,0.2,203,4011
7.57,69.4,45.7,241.8,2.02,0.27,306,2005
6.9,94.6,40.6,293.5,1.7,0.28,102,3005
6.83,90.0,37.2,271.6,4.3,0.19,201,3010
7.45,39.4,24.9,168.0,0.85,0.7,402,7013
6.36,47.5,44.9,298.5,2.98,0.3,203,4013
6.9,69.5,62.8,323.4,4.5,0.31,102,3010
7.42,67.6,39.3,285.4,3.98,0.23,201,4002
8.18,21.7,13.9,167.1,0.89,0.3,101,7012
7.51,66.1,49.9,247.1,3.43,0.66,301,2010
7.39,34.3,26.2,164.2,1.99,0.45,301,1011
6.01,99.0,63.9,347.3,3.85,0.11,204,3018
7.8,38.0,13.9,160.8,1.74,0.54,402,7001
6.77,36.9,19.3,187.9,1.81,0.83,202,8003
6.18,96.5,37.5,265.1,3.36,0.19,201,3003
7.23,17.0,11.7,150.4,1.25,0.47,202,8001
7.23,25.6,14.7,163.7,1.96,0.21,402,7004
8.28,17.9,15.6,168.2,1.43,0.92,101,7005
6.92,73.8,29.8,257.2,2.34,0.29,203,4009
7.13,27.1,26.8,121.9,1.84,0.85,101,7006
6.94,90.7,50.7,327.7,3.88,0.36,204,3010
8.1,19.5,11.3,169.5,1.01,0.29,101,7007
6.4,60.7,58.3,334.8,3.52,0.42,102,3014
6.81,85.7,33.2,222.3,2.9,0.44,301,2004
6.86,73.4,44.1,254.6,2.13,0.14,203,4004
5.8,49.7,39.8,231.6,3.49,0.19,202,4011
5.16,46.8,31.4,282.9,2.51,0.28,203,4016
7.78,35.3,29.3,225.6,1.28,0.95,202,1011
7.06,16.4,10.6,121.3,1.45,0.72,402,7011
6.36,60.2,63.9,277.6,3.44,0.18,201,3012
6.86,53.9,21.2,219.4,2.9,0.27,202,4005
5.81,60.9,28.0,180.3,3.34,0.35,203,4012
7.48,55.4,39.1,210.0,2.48,0.47,306,2004
6.75,67.8,27.3,218.6,2.81,0.18,201,6004
6.64,53.6,22.7,207.7,2.99,0.33,203,4014
8.24,21.4,21.5,171.1,1.34,0.56,101,7009
7.16,104.3,61.3,378.0,2.71,0.17,102,3015
7.15,78.2,39.2,206.6,3.67,0.12,201,4003
6.82,80.9,47.6,224.5,3.18,0.51,306,2003
7.1,24.6,15.9,179.0,1.52,0.76,202,8004
6.22,60.4,40.6,316.0,2.8,0.48,201,3001
6.27,85.3,51.1,372.1,3.92,0.15,204,3017
6.94,30.3,27.5,189.2,1.84,0.47,204,1010
6.69,43.1,34.5,177.3,2.12,0.32,204,1011
7.71,80.5,45.5,284.8,3.48,0.64,202,2009
6.54,33.6,30.6,174.6,1.63,0.32,202,1003
4.74,56.1,29.5,189.8,2.79,0.27,202,4016
6.97,62.1,25.0,247.6,2.23,0.33,201,6005
6.57,43.4,34.6,212.7,3.16,0.28,201,6004
6.37,41.9,22.5,230.1,3.67,0.23,201,6004
6.67,33.2,30.2,218.6,2.11,0.87,204,1010
7.06,69.1,33.3,186.9,3.85,0.38,201,4011
7.05,15.1,26.3,160.0,1.14,0.79,402,7001
7.72,40.1,15.5,169.3,1.53,0.39,204,1010
6.57,59.3,25.1,263.9,3.29,0.23,201,6001
7.81,62.2,41.8,243.5,2.61,0.61,202,2003
7.05,33.8,22.8,163.8,1.46,1.01,204,1001
7.47,18.4,23.5,157.0,1.77,0.95,202,8003
7.87,39.2,14.4,192.3,1.18,0.9,402,7013
6.08,72.1,53.7,343.0,3.09,0.44,204,3012
7.17,24.5,23.5,169.4,0.91,0.8,101,7011
6.03,46.1,39.4,261.9,3.78,0.13,203,4001
7.08,78.3,35.9,292.7,3.65,0.22,102,3006
6.73,52.0,20.9,197.7,3.11,0.11,202,4014
6.78,73.0,62.0,333.7,3.35,0.12,102,3010
6.12,78.0,31.3,265.1,2.73,0.4,201,4011
6.97,93.1,43.0,274.3,3.21,0.28,201,3001
6.74,57.6,44.0,246.4,3.65,0.2,203,4010
7.23,71.7,44.7,259.9,2.35,0.11,203,4006
7.45,53.8,40.4,281.4,3.99,0.19,203,4002
7.09,67.2,46.4,221.0,3.0,0.28,301,2004
7.18,19.2,20.2,127.2,1.56,0.21,101,7004
6.67,39.2,22.7,193.5,1.4,0.52,202,8003
6.71,60.4,28.4,210.8,2.35,0.21,203,4012
7.54,34.9,12.5,148.3,0.97,0.94,402,7006
6.86,44.2,32.3,198.7,2.14,0.19,201,4015
6.87,41.0,43.4,249.0,2.01,0.39,203,4006
6.33,70.4,59.0,365.8,4.48,0.13,201,3008
7.61,29.0,17.0,223.2,1.7,0.83,301,1007
7.61,81.5,35.7,293.5,3.0,0.64,301,2008
8.18,21.6,25.5,174.9,1.65,0.52,402,7013
7.65,64.3,49.9,279.3,2.95,0.59,306,2009
6.38,42.5,23.7,240.2,2.94,0.13,201,6001
6.56,39.6,31.5,209.5,1.9,0.64,204,1001
7.43,31.4,15.7,140.8,1.35,0.7,402,7009
5.81,48.1,44.7,185.5,3.7,0.18,202,4008
6.71,61.4,29.0,273.1,2.56,0.16,202,5001
7.97,22.5,24.9,185.2,1.1,0.64,402,6002
7.41,59.6,44.7,209.5,2.89,0.33,202,4007
7.77,52.7,40.1,238.0,2.82,0.33,301,2008
6.55,65.0,27.0,246.7,3.48,0.21,202,6003
7.84,70.0,40.9,274.2,2.98,0.68,301,2001
6.23,45.9,27.6,235.9,2.91,0.32,201,6001
6.25,104.8,43.0,312.2,4.0,0.43,201,3018
6.25,71.3,46.5,330.9,3.12,0.15,201,3018
6.64,66.0,50.1,248.9,4.34,0.33,201,3002
7.37,74.9,41.0,202.2,3.8,0.16,201,4007
5.96,64.6,21.4,187.4,2.02,0.17,202,4007
6.05,65.7,57.0,350.9,3.81,0.46,102,3018
6.15,75.0,35.1,262.8,2.95,0.16,201,4004
7.65,38.6,21.6,231.6,2.01,1.05,301,1001
7.58,40.1,24.0,192.9,1.36,0.51,301,1008
5.99,55.2,20.3,214.9,2.02,0.26,202,4014
6.44,72.5,39.1,286.3,2.5,0.24,201,3001
7.84,63.9,45.3,273.8,2.79,0.63,306,2001
7.25,58.8,26.8,297.3,2.16,0.21,202,2003
6.72,50.4,28.8,222.8,3.76,0.36,203,4003
6.92,78.3,31.7,264.5,2.48,0.23,201,4008
8.08,28.3,21.0,186.7,1.01,0.21,101,7007
5.77,69.1,27.6,250.6,3.36,0.31,201,4007
7.03,74.3,31.2,316.3,2.31,0.25,202,2001
7.06,65.1,27.2,273.6,2.8,0.14,202,4003
7.19,21.5,20.6,192.1,1.52,0.83,402,7008
6.96,58.5,39.9,201.4,2.99,0.28,201,6003
7.58,28.6,21.5,237.4,1.27,0.4,202,1007
7.12,39.8,31.6,208.1,1.97,0.77,204,1005
7.46,30.4,25.0,164.6,1.46,0.52,202,8002
6.61,83.3,56.6,320.0,4.23,0.35,201,3013
7.66,29.2,31.8,238.8,2.29,0.7,204,1003
6.9,70.1,42.1,217.2,2.89,0.11,202,4003
6.78,63.7,23.1,255.1,2.8,0.38,201,4007
6.76,47.1,21.6,208.7,1.37,0.92,202,1003
7.01,83.0,64.1,285.7,2.26,0.48,204,3005
7.85,66.0,32.1,237.9,3.49,0.52,301,2003
6.24,52.4,22.9,210.5,2.39,0.31,202,6004
6.12,103.7,63.1,350.4,4.36,0.17,201,3014
5.53,47.9,39.6,180.5,3.32,0.27,201,4006
6.8,71.8,33.9,267.2,3.14,0.36,306,2011
7.43,80.5,48.7,295.4,2.34,0.5,202,2003
6.63,77.0,22.1,212.7,3.35,0.19,202,4009
5.87,58.7,36.2,259.8,2.95,0.2,203,4004
7.39,22.1,21.7,194.0,1.83,0.94,101,7007
7.03,18.3,26.5,149.5,1.06,0.86,402,7002
7.31,15.7,28.9,129.5,1.9,0.52,402,7001
6.54,77.1,59.5,362.6,2.55,0.3,204,3017
6.38,81.3,51.3,288.5,4.41,0.1,201,3014
6.74,21.5,13.6,129.6,1.83,0.23,202,8002
6.43,69.2,32.7,298.5,2.3,0.29,202,5004
7.06,47.0,16.4,233.9,2.2,0.88,301,1011
7.19,17.0,22.0,198.8,1.62,0.42,101,7009
7.94,38.2,27.8,141.5,1.6,0.87,101,7004
7.43,39.1,20.3,164.3,1.31,0.68,202,1011
6.58,35.0,28.1,168.4,1.88,0.35,202,8001
7.72,34.9,10.1,134.3,1.86,0.53,402,7007
6.88,65.0,37.9,303.9,2.89,0.42,301,2003
7.49,29.9,26.8,196.3,1.48,1.07,202,1011
6.1,80.6,35.4,248.1,3.6,0.14,204,3008
6.03,48.7,21.7,237.5,2.41,0.39,202,6004
5.81,48.0,27.4,271.5,2.67,0.15,203,4015
7.13,73.6,43.3,278.0,3.96,0.26,201,5001
5.13,70.2,29.2,202.4,3.35,0.17,203,4016
7.81,38.2,11.6,198.5,1.31,0.31,402,7011
6.93,53.9,40.3,296.0,2.39,0.26,202,5002
6.57,71.4,54.1,292.3,3.36,0.32,102,3003
6.44,89.7,64.3,291.9,3.84,0.47,204,3003
6.53,73.2,60.1,283.4,3.82,0.39,204,3016
6.37,63.0,58.4,264.4,2.68,0.15,102,3015
6.8,77.7,57.4,273.3,4.04,0.46,102,3010
6.43,77.1,41.8,227.4,3.06,0.33,202,4013
7.96,54.6,48.0,269.1,3.16,0.45,202,2008
8.11,18.5,11.5,189.9,1.22,0.76,402,7002
7.81,21.8,25.0,157.4,1.89,0.42,402,7014
6.74,70.9,27.8,251.6,3.34,0.34,201,5004
6.13,75.0,30.6,242.4,2.39,0.35,202,4013
8.3,18.9,12.9,163.4,1.88,0.7,101,7011
6.34,97.1,39.9,272.5,2.76,0.41,102,3016
5.94,46.6,25.6,198.8,2.32,0.29,201,4007
6.84,73.6,48.2,231.0,3.13,0.21,306,2011
7.11,70.9,55.4,296.2,3.59,0.41,102,3017
6.2,78.2,23.9,242.0,3.57,0.32,201,4002
7.35,34.7,27.9,175.1,1.57,0.64,101,7009
6.9,46.5,23.2,192.1,2.75,0.13,203,5001
7.31,58.0,20.4,256.7,2.42,0.28,201,4001
6.32,56.1,42.4,183.0,3.2,0.13,201,4005
8.12,18.2,18.7,174.1,1.67,0.41,402,7009
6.51,51.5,20.1,211.1,3.6,0.32,202,6003
6.17,53.9,40.1,201.6,2.48,0.13,203,4012
7.18,38.1,29.7,149.1,1.8,0.27,202,8004
8.27,37.7,16.7,183.7,1.57,0.99,101,7005
7.8,52.5,32.6,222.6,2.55,0.52,306,2008
6.18,101.2,55.8,370.4,2.75,0.42,204,3015
8.23,18.9,27.3,193.6,0.86,0.53,101,7004
7.19,33.9,24.5,170.9,1.45,0.61,101,7001
7.57,36.4,32.1,180.2,1.75,1.13,202,1001
6.32,95.2,51.3,356.2,4.42,0.2,102,3009
7.61,74.5,41.3,202.7,2.57,0.61,202,2009
8.17,37.9,15.9,176.6,1.15,0.72,402,7010
6.71,64.9,44.0,188.5,3.52,0.12,203,4014
7.16,52.5,30.1,217.6,1.35,0.75,202,1006
6.32,65.7,55.4,379.7,3.1,0.23,102,3013
6.83,24.2,19.0,134.7,0.9,0.42,202,8004
7.48,52.9,20.5,179.5,1.72,0.43,301,1012
7.45,77.4,38.0,315.1,2.91,0.56,306,2004
5.62,50.7,44.2,225.5,2.2,0.24,202,4007
6.91,72.3,46.8,376.4,2.51,0.42,204,3014
6.92,109.5,57.6,362.4,3.71,0.29,204,3015
6.95,56.7,41.8,267.3,2.75,0.1,201,5001
6.47,70.5,29.8,293.2,3.07,0.34,203,5003
7.41,36.8,29.5,187.0,1.62,0.5,301,1006
7.15,69.9,33.6,261.3,2.34,0.39,201,4014
6.09,77.1,25.2,266.9,3.88,0.29,201,5001
7.67,31.0,27.8,121.8,1.38,0.61,402,7013
6.72,51.9,15.8,208.1,1.4,1.2,204,1005
6.31,57.1,26.3,269.9,2.2,0.27,201,6001
6.6,15.8,23.0,199.3,1.88,0.27,202,8003
7.01,28.2,16.3,182.9,1.84,0.71,402,7001
6.87,32.3,13.7,127.6,1.19,0.73,202,8002
7.22,60.7,27.6,269.0,3.95,0.2,201,4010
6.62,36.8,17.2,197.7,2.1,0.4,301,1010
7.6,29.3,16.6,197.2,1.97,1.12,202,1005
7.59,31.5,18.9,123.4,1.72,0.45,101,7003
5.56,74.4,20.2,198.6,2.56,0.28,202,4014
7.08,77.6,62.0,254.7,3.96,0.33,204,3016
7.03,35.9,32.2,233.4,2.0,1.08,204,1007
7.53,87.9,37.1,227.1,2.34,0.36,301,2007
6.29,57.1,41.6,248.6,3.34,0.28,203,4001
6.05,65.3,55.6,246.5,3.3,0.25,204,3002
7.34,35.0,33.0,225.4,2.17,0.75,204,1008
6.51,71.2,52.8,335.3,3.86,0.39,201,3004
7.35,27.1,19.1,239.4,1.33,0.85,204,1003
7.56,40.6,27.6,169.7,1.94,1.05,204,1003
7.41,62.2,37.0,241.5,2.56,0.25,306,2011
6.52,56.3,25.7,188.2,2.17,0.31,202,4005
6.85,33.3,34.6,224.5,2.29,0.98,204,1003
6.52,49.0,39.4,256.5,2.27,0.12,202,6003
6.71,19.0,13.2,132.7,1.32,0.38,202,8003
6.98,89.5,29.9,316.1,2.76,0.32,301,2010
7.15,75.6,44.8,348.0,4.14,0.16,204,3018
6.85,55.9,41.7,211.3,3.95,0.38,203,4003
6.47,96.5,64.1,362.2,4.26,0.36,102,3016
7.99,39.4,21.7,191.3,1.58,0.56,402,6002
6.0,73.4,22.6,203.1,3.94,0.29,203,4006
6.75,84.8,52.6,283.5,3.44,0.38,201,3001
6.79,49.8,36.0,257.6,2.0,0.2,202,4013
7.83,25.1,25.7,148.8,1.13,0.22,402,7005
6.49,98.5,62.4,349.4,4.31,0.45,102,3011
7.12,90.8,58.5,319.2,3.2,0.33,102,3003
7.16,72.1,64.5,356.7,4.42,0.34,201,3018
7.82,15.7,27.4,137.4,1.88,0.88,402,7001
6.6,37.1,11.5,127.5,1.76,0.89,202,8001
7.1,26.5,24.5,159.5,1.11,0.25,101,7002
7.1,73.7,30.8,230.8,2.44,0.75,306,2006
7.4,47.7,35.4,220.7,3.9,0.31,202,5003
6.12,76.8,32.1,208.3,3.54,0.39,201,4005
8.16,27.5,19.4,125.1,1.06,0.21,402,7005
6.92,74.2,46.2,234.7,2.35,0.63,306,2011
7.28,30.0,19.8,146.2,1.98,0.99,101,7002
7.02,53.2,24.3,194.0,1.98,1.06,202,1012
7.02,60.3,32.8,237.0,2.43,0.56,202,2011
7.84,66.1,28.4,287.2,3.32,0.69,202,2008
7.06,58.7,45.2,252.6,2.47,0.27,306,2004
6.73,77.8,24.3,229.8,2.51,0.3,201,4004
7.28,60.2,39.3,247.1,3.28,0.67,202,2010
7.29,39.7,13.2,191.9,1.24,0.48,101,7004
7.0,61.3,49.4,291.5,2.97,0.61,202,2010
6.1,91.3,54.0,291.5,3.5,0.37,102,3004
7.13,68.8,28.1,224.0,2.1,0.44,306,2003
7.35,17.6,12.6,132.2,1.05,0.27,202,8003
7.2,54.8,30.2,279.4,3.07,0.22,202,5002
6.77,62.8,24.4,263.5,2.99,0.25,202,6001
6.24,83.1,43.6,373.5,3.43,0.24,201,3017
6.4,77.6,47.9,305.4,4.03,0.48,102,3015
6.91,66.1,27.7,189.5,2.24,0.2,201,5002
7.2,51.0,25.4,164.2,1.49,0.76,301,1002
8.08,29.6,19.5,150.4,1.02,0.73,402,7005
7.17,53.6,23.8,216.3,2.2,0.78,204,1011
7.57,51.6,34.4,178.0,1.2,0.92,202,1010
6.45,67.4,27.9,212.2,3.22,0.13,203,4015
8.1,23.0,15.2,167.4,1.32,0.65,101,7007
7.93,87.0,36.1,275.3,3.41,0.79,202,2006
6.01,80.8,64.7,254.1,3.45,0.22,204,3014
6.71,84.5,59.5,251.6,2.84,0.31,201,3017
7.49,39.5,28.8,143.7,0.91,0.84,202,8001
6.33,62.9,33.7,254.2,2.27,0.39,202,6005
6.77,57.5,35.6,273.2,2.88,0.28,201,4008
6.91,97.5,47.5,342.4,2.85,0.24,204,3010
6.95,88.2,33.2,303.7,3.13,0.62,301,2004
7.89,70.1,25.4,216.8,2.85,0.7,202,2004
6.83,73.0,38.4,257.3,2.61,0.72,301,2011
7.61,26.4,21.5,192.1,1.38,0.95,402,7013
7.37,19.3,22.9,164.6,1.61,0.4,101,7002
6.86,50.1,25.0,190.7,3.6,0.32,202,4009
6.33,61.5,35.5,278.5,4.09,0.32,201,3012
7.83,52.2,30.2,304.6,2.12,0.43,306,2002
7.85,83.1,35.6,307.8,3.43,0.45,301,2004
6.8,56.0,39.0,189.1,2.22,0.15,201,5003
6.41,67.4,57.9,374.6,3.53,0.49,201,3008
8.18,15.4,27.5,182.5,1.26,0.23,402,7007
6.83,52.2,23.9,173.7,2.28,1.16,204,1009
6.84,57.3,44.2,307.6,3.13,0.27,202,2010
7.81,33.1,28.4,194.0,1.72,0.45,101,7002
7.6,25.3,19.2,135.7,1.2,0.83,402,7005
7.22,48.3,19.3,183.7,1.5,0.85,301,1010
8.15,32.9,25.4,172.6,1.71,0.31,101,7013
7.1,42.4,26.2,178.0,2.11,0.88,301,1012
6.81,77.7,38.6,292.5,2.38,0.42,202,2004
6.1,57.0,34.3,223.0,3.21,0.26,201,4001
7.56,51.0,26.0,206.7,2.01,0.61,202,1012
6.71,105.2,37.7,353.5,3.55,0.24,204,3009
6.87,60.9,37.9,287.3,2.72,0.38,202,2007
7.61,38.1,15.2,209.7,1.24,0.45,202,1005
6.38,76.3,48.9,375.1,3.04,0.39,201,3007
7.01,93.4,63.9,245.0,4.25,0.28,204,3003
7.51,89.1,31.7,242.0,2.22,0.36,301,2006
7.17,58.0,43.8,271.1,3.35,0.61,301,2010
7.79,64.9,37.4,218.1,3.24,0.48,202,2006
6.19,79.5,29.8,277.6,3.2,0.25,203,4006
6.7,71.4,51.7,275.5,3.51,0.41,204,3008
5.97,42.5,34.6,224.5,2.21,0.39,201,4015
6.81,84.3,36.3,278.7,4.38,0.35,204,3002
6.3,76.0,57.8,269.4,4.1,0.18,102,3015
6.3,66.7,32.7,211.3,3.68,0.32,202,5004
8.12,24.6,10.5,186.7,1.69,0.66,402,7004
7.39,54.3,28.4,279.3,2.59,0.69,301,2004
7.19,98.5,35.1,271.0,2.31,0.29,102,3005
7.74,58.1,42.2,293.8,3.42,0.6,301,2008
6.79,87.2,49.0,276.0,3.36,0.42,204,3016
6.05,86.6,56.2,361.8,2.71,0.37,201,3002
6.42,52.8,38.5,214.1,2.71,0.31,202,5002
7.81,39.9,20.7,184.7,1.66,0.67,101,7012
6.75,63.4,39.7,251.7,3.39,0.16,202,4011
6.99,77.6,47.3,266.4,2.58,0.55,202,2004
5.74,65.5,23.7,224.1,2.16,0.25,202,4015
7.27,79.1,29.6,242.0,2.37,0.27,301,2004
6.75,43.9,23.4,206.0,2.09,0.66,204,1007
7.03,49.6,32.8,287.8,2.82,0.31,203,4015
6.84,57.6,43.9,212.5,3.06,0.21,203,4012
7.01,101.9,36.0,286.4,4.16,0.32,204,3008
7.14,49.4,41.4,268.8,3.14,0.4,203,4005
6.03,63.7,63.2,369.0,2.78,0.19,201,3017
5.78,67.9,33.5,248.1,2.18,0.3,202,4003
6.17,54.6,44.2,258.1,3.54,0.13,203,4009
6.68,61.8,46.6,298.5,3.22,0.16,201,3006
6.95,71.6,49.8,356.2,2.9,0.32,204,3014
8.2,23.0,20.2,176.6,1.53,0.92,402,7013
7.02,74.4,62.2,368.8,4.45,0.39,204,3006
5.5,65.1,22.7,202.8,2.26,0.3,203,5004
7.71,83.0,49.4,240.6,2.52,0.79,202,2009
6.94,47.8,28.1,201.8,3.16,0.24,203,4009
8.28,39.0,12.9,156.3,1.66,0.86,101,7007
6.93,25.8,15.8,233.6,1.4,1.0,301,1010
7.55,19.8,27.9,144.2,1.67,0.64,101,7009
7.55,32.3,24.5,124.0,0.89,0.42,402,7006
6.75,29.4,32.1,180.9,2.22,0.76,204,1007
7.4,67.4,33.5,236.8,2.15,0.26,201,4006
6.81,105.5,56.6,316.1,2.36,0.1,204,3005
6.53,51.0,34.2,186.6,2.26,0.24,201,4011
6.19,104.5,48.2,374.0,3.38,0.15,201,3015
7.3,30.7,23.3,180.2,2.08,0.34,204,1008
7.33,42.3,29.6,171.8,1.5,0.48,204,1011
6.32,99.6,54.9,249.8,3.2,0.21,102,3002
6.66,49.6,25.2,160.3,2.25,0.65,204,1005
7.91,73.3,42.0,301.5,3.31,0.74,301,2008
6.02,62.5,42.9,235.7,3.27,0.29,203,4009
6.64,15.9,22.1,152.8,1.0,0.36,202,8003
7.47,20.1,23.0,186.3,1.62,0.58,101,7006
7.05,89.4,48.9,251.6,3.36,0.45,204,3002
6.9,39.9,34.9,199.5,1.7,0.98,202,1002
6.12,52.7,41.2,199.2,2.59,0.37,203,5004
7.21,36.8,23.2,169.2,1.42,1.0,301,1010
7.57,25.0,29.7,173.6,0.9,0.95,101,7013
8.05,17.4,26.1,130.8,1.31,0.96,402,7010
5.63,44.8,28.3,248.5,3.69,0.19,203,5003
6.46,53.8,37.0,268.5,3.5,0.16,201,4001
7.16,64.7,27.7,236.0,2.44,0.68,301,2009
6.09,78.5,40.0,338.1,3.63,0.16,102,3008
6.72,44.6,36.7,227.0,3.47,0.35,203,5003
7.67,75.2,47.9,240.9,3.44,0.75,301,2003
6.02,76.7,49.4,274.5,2.55,0.16,102,3002
7.18,66.2,25.2,251.2,2.49,0.35,202,4001
6.73,44.1,38.3,286.8,3.49,0.21,203,4010
6.72,52.9,22.0,232.9,1.7,0.65,204,1012
7.71,71.7,26.7,316.8,2.77,0.62,306,2010
6.27,73.0,27.4,249.0,3.08,0.35,202,4007
6.8,75.3,64.7,363.8,3.33,0.35,204,3001
7.94,66.0,44.7,263.4,2.5,0.67,306,2001
6.84,29.7,25.1,121.8,1.42,0.64,202,8003
6.03,109.4,48.6,343.1,4.39,0.29,204,3018
6.38,67.9,58.2,376.8,3.02,0.13,204,3007
7.71,53.2,33.3,174.9,1.64,0.35,202,1003
6.27,58.9,22.4,291.0,2.96,0.38,203,4003
7.35,30.0,23.4,193.1,1.87,0.87,101,7001
7.09,100.2,61.2,366.5,3.79,0.2,102,3011
6.32,43.9,30.4,210.9,3.24,0.37,202,4005
6.23,42.9,29.3,206.0,2.46,0.3,203,5002
7.97,85.9,25.9,201.6,2.07,0.61,301,2007
5.22,42.3,24.9,183.8,2.73,0.13,203,4016
6.71,96.2,39.8,328.6,2.12,0.42,102,3005
7.41,27.5,14.3,170.2,1.82,0.23,101,7013
7.24,68.7,37.9,236.4,2.2,0.18,202,4008
6.17,75.0,41.4,186.5,2.16,0.15,201,5004
7.4,16.1,29.7,161.5,1.93,0.9,202,8001
6.87,35.3,22.2,209.2,1.48,0.37,204,1007
6.78,40.4,28.3,181.7,1.47,0.71,202,1012
6.19,105.3,43.1,285.2,3.17,0.1,201,3013
6.53,24.1,11.5,124.7,1.05,0.51,202,8003
7.88,52.0,33.8,239.0,2.85,0.27,306,2007
7.02,37.3,22.1,177.4,1.92,0.68,301,1004
7.2,62.1,57.8,293.1,4.44,0.11,204,3012
7.75,65.9,41.8,309.0,2.21,0.27,306,2005
7.07,52.1,39.3,287.2,2.67,0.58,306,2002
7.08,21.9,28.3,172.1,1.16,0.65,202,8001
6.3,96.0,49.7,284.6,3.3,0.29,201,3017
6.51,38.2,23.8,173.5,1.46,0.93,204,1002
6.9,51.3,21.9,167.2,1.75,0.9,301,1006
7.52,37.7,28.4,173.4,1.34,0.62,204,1001
7.48,26.9,25.1,187.8,1.58,0.31,402,7002
7.52,36.8,34.2,207.6,1.73,0.43,301,1001
6.66,58.2,34.5,218.8,3.01,0.39,202,6003
6.54,72.1,36.7,262.9,3.53,0.12,102,3001
7.48,31.5,23.7,208.4,1.21,1.17,202,1006
6.4,106.2,40.5,333.5,3.08,0.35,102,3017
7.09,54.7,35.1,234.9,3.58,0.32,201,4005
6.02,101.7,62.9,256.6,2.8,0.29,204,3017
6.35,103.6,51.8,378.5,3.43,0.45,201,3003
5.52,40.6,20.2,222.0,3.78,0.33,202,4006
8.22,15.1,22.6,149.5,1.07,0.33,402,7007
7.85,86.7,45.0,243.5,2.55,0.37,306,2010
6.17,59.7,26.3,201.1,3.25,0.37,202,6005
5.54,57.9,34.1,278.9,3.39,0.28,203,5001
7.33,64.0,29.7,227.3,2.66,0.37,301,2003
7.61,72.7,41.5,253.3,3.12,0.34,202,2011
5.51,74.8,38.1,248.3,2.09,0.11,202,4015
7.33,22.8,19.5,177.2,0.91,0.89,101,7008
7.21,75.0,30.1,264.8,3.06,0.21,202,2007
6.07,40.7,24.4,224.6,2.6,0.31,201,6005
7.72,88.9,43.3,222.9,2.72,0.45,202,2008
7.82,32.0,12.0,164.5,0.91,0.97,402,7004
6.73,78.0,38.5,267.1,3.63,0.22,201,4002
6.62,67.9,38.9,302.1,4.4,0.4,201,3013
7.54,48.9,29.8,222.0,1.55,0.95,202,1001
6.84,49.1,28.9,266.2,2.97,0.26,201,6005
7.81,17.5,17.3,141.6,1.51,0.82,402,7013
8.03,28.4,22.4,177.3,1.45,0.33,402,6002
6.86,43.8,31.1,226.6,1.59,0.87,301,1004
6.93,62.8,44.5,289.3,2.02,0.64,202,2004
7.24,27.0,10.3,176.0,1.88,0.35,402,7009
6.82,54.5,29.7,228.4,3.16,0.4,301,2011
