pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
6.29,1.94,0.17,204,3005,278.4,23.8,1,1,5441
6.61,2.82,0.29,201,3001,288.1,22.6,1,1,5134
7.38,2.16,0.62,204,1011,519.6,10.5,1,1,717
7.15,3.78,0.43,204,3012,397.6,20.3,1,1,2112
5.57,3.31,0.38,203,5004,747.8,22.5,1,0,3001
7.56,1.44,0.93,101,7005,342.8,10.5,0,1,187
6.78,1.59,0.72,202,8004,307.9,15.8,0,1,979
7.35,3.21,0.2,203,4004,637.8,12.1,1,1,3446
6.86,3.71,0.25,204,3016,259.3,20.7,1,1,2045
7.01,2.14,0.18,202,5002,785.1,21.3,1,1,3307
6.55,4.21,0.26,201,3018,487.6,19.1,1,1,2212
6.86,2.41,0.23,202,2006,457.2,19.0,0,1,4936
7.56,1.25,0.23,402,7004,398.7,12.5,0,1,188
6.89,2.81,0.36,301,2007,419.2,16.5,1,1,5669
5.63,2.69,0.36,201,5003,807.7,20.9,1,1,3385
5.79,3.61,0.2,203,4007,720.9,15.7,0,1,3775
6.69,3.97,0.11,102,3008,479.9,23.5,1,0,2036
7.95,1.38,0.34,101,7005,264.8,13.9,0,1,188
7.02,2.31,0.35,201,4013,873.2,15.4,1,0,2882
7.17,2.78,0.39,202,4012,684.5,13.8,1,1,3531
7.55,2.21,0.77,202,2006,684.9,19.5,0,0,4175
6.35,4.21,0.49,201,3015,329.6,21.6,1,0,1814
6.02,3.03,0.12,201,3001,476.9,19.2,1,1,5639
7.7,1.59,1.0,101,7013,394.6,12.7,0,1,180
6.68,1.38,0.93,202,8001,351.0,13.2,1,1,952
6.8,2.43,0.69,306,2004,502.1,15.9,1,1,5345
6.62,3.76,0.29,202,6005,1064.7,11.6,1,1,347
6.91,3.26,0.3,203,4003,691.3,15.5,1,1,3568
7.05,2.99,0.2,201,3008,432.3,25.7,1,1,2123
7.76,2.05,0.64,204,1009,539.0,10.4,1,1,644
6.48,4.2,0.45,201,3003,390.7,25.7,1,1,2105
6.62,3.61,0.2,201,6001,903.4,12.5,1,1,358
7.15,3.85,0.26,102,3010,381.7,19.7,1,1,2213
6.81,1.94,0.54,202,1004,508.6,11.3,0,1,307
7.27,2.73,0.56,202,2005,447.3,21.2,0,1,5034
7.45,3.3,0.19,202,4010,639.8,12.8,1,1,3460
8.09,0.83,0.54,402,7013,315.1,14.0,0,1,183
7.41,3.34,0.71,306,2003,624.5,17.6,1,1,5642
6.3,3.8,0.11,204,3002,276.8,18.5,1,1,2305
6.82,2.34,0.37,306,2010,434.6,14.5,1,1,5238
6.94,3.36,0.26,102,3016,487.5,20.5,1,1,1963
5.91,3.9,0.32,203,5001,510.2,21.5,1,1,3800
7.06,1.45,0.93,202,1006,524.5,11.6,0,1,279
7.19,2.93,0.32,201,4012,682.1,13.7,1,1,3577
6.51,1.79,0.46,204,1011,502.6,11.2,0,1,299
6.54,2.84,0.43,102,3016,448.7,23.4,1,0,1862
6.57,2.69,0.29,201,5002,638.1,21.8,1,0,2782
6.79,2.54,0.34,201,6003,779.2,13.4,0,1,350
7.95,1.12,0.72,402,7002,383.9,10.6,0,1,180
5.54,3.18,0.17,203,5004,543.8,19.7,1,1,3317
6.41,4.14,0.11,102,3002,290.8,25.5,1,1,2273
7.08,2.1,0.98,202,1002,453.2,12.8,0,1,309
7.3,2.43,0.52,202,2010,449.9,16.6,1,0,4785
5.8,3.59,0.34,201,4011,812.9,15.1,1,1,3343
7.33,1.5,0.46,101,7007,298.0,15.5,0,0,162
8.28,1.79,0.91,101,7014,373.5,11.9,0,0,164
6.85,2.29,0.15,202,6001,1108.9,13.5,0,1,313
5.91,2.26,0.3,203,4015,509.1,14.0,1,1,3105
7.68,2.27,0.51,301,2011,404.6,21.5,1,1,5474
6.65,2.29,0.36,202,6005,810.4,11.7,0,1,338
6.9,2.63,0.42,102,3002,403.9,19.6,1,1,2106
6.32,3.81,0.29,201,3007,399.9,22.5,1,1,5942
6.7,2.0,0.87,204,1004,510.3,10.2,0,1,306
7.34,2.29,0.55,306,2007,488.2,14.8,0,0,4577
7.43,2.88,0.26,203,4002,539.5,15.0,0,1,3276
8.08,1.29,0.22,402,6002,394.8,23.9,0,1,154
5.76,3.15,0.29,201,4014,636.0,14.7,0,1,3570
7.09,3.53,0.12,202,4011,681.9,13.6,1,1,3568
7.13,2.01,0.21,201,4015,646.6,14.3,1,1,3390
7.05,3.17,0.38,202,4006,768.5,15.5,1,1,3408
4.79,3.62,0.17,201,4016,1567.1,15.0,1,1,3590
6.62,2.32,0.11,202,6001,850.9,14.6,0,1,311
5.62,2.55,0.24,203,5003,744.8,19.9,1,1,3222
6.11,1.72,0.2,201,3005,310.6,24.0,1,1,5266
7.44,3.26,0.2,202,2008,462.5,18.3,1,1,5581
7.02,1.99,0.71,204,1007,401.2,11.4,0,1,309
7.16,1.25,0.37,204,1003,387.6,10.8,0,1,306
7.17,3.18,0.12,201,3017,351.2,24.8,1,1,2050
6.61,3.76,0.34,203,4009,870.1,14.8,0,1,3334
7.78,1.31,0.52,101,7005,297.6,10.8,1,1,192
7.46,1.83,0.69,402,7010,377.1,12.5,0,1,173
6.39,3.4,0.22,201,3003,365.6,18.2,1,1,2247
7.83,1.44,0.39,402,7005,417.5,13.3,1,1,194
7.45,3.91,0.39,202,4013,643.0,15.5,0,1,3749
7.06,3.53,0.5,204,3006,336.7,22.1,1,0,4974
6.76,3.69,0.29,202,6004,1037.1,13.7,1,1,342
7.31,2.32,0.3,301,2005,436.6,22.0,1,1,5183
7.11,4.12,0.26,201,3002,482.3,23.9,1,0,2027
6.85,2.0,0.3,201,4009,582.6,12.6,1,1,3015
7.85,0.82,0.48,101,7014,392.3,11.2,0,1,173
6.97,2.76,0.15,204,3014,266.4,19.9,1,0,1833
6.89,1.83,0.37,202,1010,432.4,13.4,1,0,617
8.23,0.89,0.85,402,7007,383.2,12.1,1,1,161
8.12,1.55,0.76,101,7012,277.7,10.9,0,1,180
6.28,2.09,0.16,203,4006,585.3,13.4,0,1,3044
7.13,0.8,0.56,402,7007,305.5,12.8,0,1,178
6.01,3.33,0.32,203,4015,560.6,12.4,1,1,3553
6.23,2.93,0.19,203,4002,699.3,13.3,1,1,3646
6.82,2.83,0.32,202,5004,690.3,22.0,1,1,3363
7.16,3.23,0.15,102,3006,392.0,22.5,1,1,5188
6.18,3.13,0.26,202,4012,625.5,12.2,0,1,3419
6.14,2.73,0.36,102,3006,262.5,21.7,1,1,5007
7.94,2.21,0.57,306,2005,481.2,20.3,1,1,5398
6.28,2.47,0.39,202,4002,659.1,14.4,1,1,3315
7.47,1.28,1.06,204,1004,300.1,12.5,0,1,280
6.97,4.3,0.49,204,3004,377.7,22.9,1,1,5755
7.85,3.04,0.36,301,2011,556.6,15.6,1,1,5126
6.93,2.51,0.24,306,2005,418.2,17.2,1,1,5469
6.58,1.32,0.75,202,1008,381.1,13.7,0,1,312
6.36,1.57,0.38,102,3005,264.8,22.3,1,1,4857
7.69,2.23,0.54,306,2003,567.9,18.7,1,1,4912
6.86,1.35,0.84,202,8003,279.4,13.6,0,1,970
7.73,1.65,0.23,402,7003,352.9,10.2,0,1,195
7.36,0.87,0.99,101,7001,421.4,12.3,0,1,162
6.51,2.63,0.11,203,4013,546.4,13.0,1,1,3566
8.19,1.16,0.26,402,6002,291.6,19.9,0,0,127
7.49,2.17,0.38,202,2008,594.3,16.4,1,1,4926
7.26,1.14,0.49,402,7005,437.5,10.8,0,1,168
7.64,1.74,0.52,301,1004,427.0,13.3,0,1,310
7.13,2.75,0.37,201,4011,683.1,14.8,1,1,3237
7.84,1.84,0.97,101,7001,445.8,10.2,0,1,174
6.62,3.49,0.17,202,4004,715.7,12.7,1,1,3624
6.38,3.71,0.29,202,6005,1007.0,12.9,0,1,361
7.32,0.8,0.98,101,7007,367.6,14.2,1,1,160
7.63,2.2,0.49,204,1010,316.1,11.8,1,1,712
7.05,2.61,0.31,201,5004,560.0,18.8,1,1,3289
6.01,2.77,0.36,203,5003,777.8,20.5,1,1,3177
6.6,1.38,0.8,202,1004,426.7,11.3,1,1,623
7.11,2.49,0.59,301,2010,449.2,15.5,1,1,5381
7.32,2.05,0.43,204,1011,511.1,10.5,1,1,652
8.13,1.28,0.49,402,7005,395.1,11.3,0,1,178
6.87,2.16,1.16,204,1006,438.6,11.5,1,1,707
8.3,1.06,0.46,101,7014,413.9,12.3,0,1,182
7.36,1.64,0.49,204,1005,465.3,11.4,0,1,309
6.78,2.01,0.9,204,1004,518.9,13.8,1,1,679
6.95,2.21,0.18,202,6004,737.9,14.9,1,0,279
6.28,4.23,0.2,204,3012,436.0,21.3,1,1,2111
6.05,2.49,0.23,202,6001,1069.9,11.0,1,1,348
7.08,3.16,0.22,204,3012,392.1,19.4,1,1,1949
6.39,2.93,0.11,202,6001,713.3,14.4,0,1,339
6.81,3.35,0.5,102,3009,485.6,18.9,1,1,1910
7.34,1.66,0.44,402,7004,308.9,14.6,1,1,184
7.17,1.35,0.42,202,1003,366.2,10.9,1,1,691
7.62,3.05,0.68,202,2004,536.2,16.5,0,1,5123
6.41,4.42,0.42,201,3014,314.2,23.5,1,1,2120
6.88,2.4,0.31,201,5003,892.7,21.3,0,1,3244
6.31,2.71,0.25,202,5002,784.3,19.5,1,1,3277
7.05,4.32,0.42,201,3018,392.2,20.7,1,1,2158
7.9,2.31,0.3,202,2007,514.0,21.9,1,1,5566
5.44,3.17,0.28,202,4016,1446.8,13.1,1,1,3461
7.46,1.1,0.65,402,7002,256.1,15.8,1,1,171
6.92,4.16,0.12,201,3012,445.3,18.5,1,1,2171
7.68,1.56,0.94,101,7009,376.9,12.2,0,1,181
5.62,2.02,0.3,203,4011,826.5,14.2,0,1,3048
6.6,3.82,0.23,202,4009,712.1,14.1,1,1,3770
7.65,1.49,0.63,101,7005,420.4,12.2,1,1,182
7.68,1.45,0.34,204,1008,387.7,11.6,0,1,294
6.98,3.68,0.21,201,3016,269.1,19.0,1,1,2002
6.81,1.41,0.96,202,8002,368.1,14.0,1,1,986
6.51,3.45,0.33,201,3008,398.4,21.8,1,0,1885
7.41,1.41,0.32,101,7005,388.2,10.1,0,1,175
6.13,2.83,0.25,201,6005,1137.4,11.6,0,1,337
7.35,3.83,0.12,202,4013,687.7,13.7,1,1,3599
7.26,2.71,0.14,201,4004,727.0,15.9,1,0,3040
6.53,1.36,0.3,202,8001,257.6,13.8,0,1,961
6.94,3.08,0.47,204,3014,336.7,23.9,1,1,2038
6.78,1.23,0.91,204,1005,432.4,11.9,0,1,299
4.67,3.31,0.32,203,4016,1917.7,13.9,1,1,3475
7.03,1.62,0.3,204,1009,414.7,10.2,0,1,299
7.54,1.95,0.8,101,7010,357.0,11.1,0,1,189
6.87,3.08,0.25,306,2007,580.9,15.0,1,1,5157
7.36,2.01,0.55,301,1003,414.0,11.4,0,0,292
7.75,1.39,0.72,101,7004,404.4,11.8,0,1,190
7.29,3.39,0.73,306,2002,468.5,21.6,1,1,5586
6.7,1.33,0.62,202,1003,421.3,12.7,1,1,679
7.43,3.31,0.44,202,2003,489.1,20.0,1,1,5527
6.64,2.46,0.21,202,4001,602.1,15.2,1,1,3327
7.17,4.33,0.19,204,3014,368.2,19.6,1,1,2111
6.12,2.85,0.35,201,3013,432.5,25.3,1,1,2152
7.16,1.6,1.04,204,1005,367.9,12.3,0,1,288
6.22,2.82,0.25,203,4013,613.4,12.8,1,1,3389
7.68,1.56,0.33,101,7011,264.4,14.5,1,1,188
7.05,2.49,0.24,102,3005,454.3,25.1,1,1,5654
6.87,4.23,0.27,204,3016,261.3,20.1,1,1,2279
7.28,1.28,0.62,101,7010,263.0,13.4,0,1,179
7.76,2.44,0.65,301,2002,626.4,15.6,1,1,4946
6.16,1.65,0.23,201,3005,284.0,23.4,1,1,4990
7.96,2.67,0.7,306,2006,494.8,20.8,0,1,5000
6.36,2.78,0.25,102,3008,270.2,25.2,1,1,1968
8.29,1.85,0.28,402,7001,417.0,15.9,0,1,185
6.48,4.23,0.47,204,3002,480.6,24.9,1,1,2220
6.49,3.12,0.17,201,4010,720.5,13.2,1,1,3287
6.04,3.54,0.49,102,3015,314.3,19.5,1,1,2106
6.82,2.76,0.15,201,6004,784.1,13.8,0,1,318
6.22,3.27,0.17,201,4005,547.2,15.0,1,1,3480
7.44,1.21,0.4,202,1012,468.6,12.0,1,1,659
7.22,1.73,0.72,101,7009,315.0,13.3,0,1,180
6.51,3.81,0.32,201,3014,308.3,22.0,1,1,2216
7.85,1.57,0.8,402,7006,255.1,12.3,0,1,179
7.31,1.08,0.27,402,7011,347.8,11.3,0,1,192
5.97,3.78,0.18,201,5001,697.8,19.2,1,1,3803
7.88,1.19,0.53,101,7005,403.7,10.1,1,1,173
7.49,1.53,0.67,101,7001,353.1,15.8,0,1,182
6.4,3.6,0.23,203,4008,881.7,14.7,1,1,3740
7.13,2.61,0.29,201,3017,283.9,20.5,1,1,1945
7.37,2.47,0.19,203,5003,736.4,20.2,0,1,3454
7.25,1.42,0.46,101,7001,419.7,15.6,1,1,180
8.12,1.18,0.28,101,7013,312.3,14.8,0,0,167
7.84,1.99,0.24,101,7008,305.7,13.6,0,1,188
6.82,3.06,0.69,306,2005,546.2,14.8,0,1,5100
6.29,3.92,0.24,202,4011,831.1,15.0,1,1,3474
7.94,3.11,0.8,301,2003,627.0,19.1,1,1,5368
7.04,3.09,0.3,301,2006,425.8,14.7,1,1,5261
7.13,2.62,0.5,306,2003,687.1,18.3,1,1,5473
7.35,2.13,0.18,203,4015,882.7,13.5,1,1,3247
8.09,1.64,0.28,101,7011,261.6,11.2,0,1,192
7.96,1.48,0.77,402,7008,251.1,15.6,0,1,172
6.85,0.85,0.3,202,8004,269.6,12.8,0,0,826
6.81,1.5,0.93,202,8001,269.8,10.4,0,1,935
6.78,2.56,0.34,201,4012,789.7,13.7,0,1,3276
6.63,2.66,0.25,201,3017,450.4,23.3,1,1,1937
7.1,1.03,0.67,402,7012,276.2,13.1,0,1,170
6.9,2.83,0.49,202,2002,597.4,20.6,1,1,5678
7.24,1.01,0.61,402,7001,426.6,13.4,0,1,168
7.68,2.12,0.35,306,2007,685.7,19.7,1,0,4450
7.92,1.14,0.94,101,7006,381.4,12.7,0,1,173
8.04,1.76,0.24,101,7013,256.6,15.5,1,1,185
7.71,1.4,1.08,202,1010,457.1,10.4,1,1,643
7.36,2.33,0.75,301,2006,493.9,17.3,1,1,5120
7.22,3.31,0.42,202,2008,481.2,21.0,1,1,5245
6.17,3.67,0.39,202,4012,517.9,15.3,1,1,3484
7.17,2.16,0.92,301,1005,449.3,10.7,1,1,653
7.4,3.9,0.16,202,4007,778.9,15.1,1,1,3774
7.0,1.49,0.45,202,8002,406.4,12.4,0,1,966
6.68,4.3,0.38,102,3015,321.8,21.3,1,1,2072
6.06,3.66,0.34,201,5003,773.9,19.2,1,1,3655
6.84,2.36,0.16,202,4004,501.3,15.7,1,1,3123
6.88,2.81,0.77,306,2002,486.2,16.2,1,1,5487
6.99,2.71,0.67,306,2011,406.7,16.9,0,1,5381
6.87,3.8,0.15,203,4015,598.2,14.5,1,1,3700
7.01,1.16,0.27,101,7011,329.8,11.7,0,1,179
8.04,0.91,0.23,101,7012,347.3,12.2,0,1,176
7.74,1.93,0.58,202,1012,446.3,11.8,1,1,731
6.96,2.45,0.18,202,4003,627.1,12.8,1,1,3426
7.04,2.8,0.39,306,2009,624.4,21.9,1,1,5212
7.05,3.51,0.1,203,4010,821.7,15.4,0,1,3499
5.8,3.93,0.4,202,4007,838.1,14.5,0,1,3424
7.05,4.09,0.27,201,3002,329.0,24.1,1,1,2206
6.55,4.16,0.31,102,3001,279.2,23.8,1,1,5698
6.51,3.72,0.44,204,3014,345.9,19.5,1,1,2170
5.87,2.88,0.36,202,5002,505.4,20.5,1,1,3553
5.86,2.81,0.39,201,4014,865.3,15.1,1,0,2981
6.42,3.85,0.36,204,3002,417.1,24.5,1,1,2022
7.66,1.98,0.75,101,7004,270.8,14.9,1,1,195
6.18,2.5,0.38,201,3010,408.1,19.8,1,1,2014
6.48,2.77,0.22,204,3004,423.9,20.0,1,1,5123
6.16,3.61,0.19,201,6005,749.2,13.8,1,1,370
8.23,1.14,1.0,101,7005,388.3,13.5,0,1,176
7.72,2.39,0.42,202,2004,671.4,16.7,1,1,5480
6.8,3.53,0.35,203,4013,712.7,14.0,1,1,3691
6.32,3.0,0.34,201,5003,613.4,19.3,0,0,3221
6.93,2.56,0.26,201,3016,417.0,18.9,1,0,1728
7.08,3.79,0.48,102,3008,253.8,20.7,1,1,2214
5.9,3.31,0.36,202,5004,897.9,20.0,1,1,3231
6.07,3.42,0.24,201,4001,871.8,13.7,0,1,3379
8.3,0.84,0.89,402,7004,252.0,15.0,0,1,169
6.29,3.18,0.33,201,6001,1099.1,12.6,0,1,366
7.0,2.73,0.11,201,5001,822.2,21.1,1,1,3182
7.18,2.23,0.51,306,2010,665.2,17.8,1,1,5279
6.51,1.51,0.88,202,8004,320.3,14.8,1,0,773
8.0,2.03,0.44,306,2008,650.0,20.5,1,0,4752
6.67,1.37,0.78,202,1001,317.2,11.7,1,1,640
7.75,1.85,0.7,101,7008,359.0,12.6,0,1,190
6.12,2.65,0.3,202,4002,731.6,12.2,1,1,3276
7.22,2.29,0.39,301,2005,491.8,17.6,1,1,4880
7.11,1.71,0.72,204,1001,547.4,11.7,0,1,306
6.42,3.68,0.26,204,3013,342.7,18.0,1,0,2034
7.38,3.25,0.25,201,4005,655.1,14.0,1,1,3624
6.75,3.5,0.25,202,4014,620.6,14.3,1,1,3602
7.84,1.83,0.81,101,7007,373.4,11.6,0,1,187
4.61,3.27,0.33,203,4016,1782.1,14.9,1,1,3684
7.79,1.5,0.39,402,6002,392.5,23.4,0,1,146
7.65,2.08,1.03,202,1007,379.5,12.3,1,1,634
6.69,1.85,0.56,202,8001,299.3,15.9,0,1,1056
6.82,2.81,0.18,201,6005,796.3,12.2,1,1,337
6.75,3.33,0.32,102,3013,412.8,18.5,1,0,1940
7.29,0.95,0.35,402,7010,298.3,14.6,0,1,173
7.24,1.8,1.09,204,1002,386.2,12.2,1,1,666
7.61,1.71,0.23,101,7011,400.9,12.7,0,1,192
7.08,2.21,0.23,306,2011,486.1,20.1,1,1,5334
7.12,2.57,0.48,201,3012,348.5,23.3,1,1,1922
7.44,0.97,0.66,402,7003,410.7,11.7,0,0,149
6.89,4.19,0.24,201,3008,390.6,20.2,1,1,2249
7.04,1.0,0.64,402,7012,306.4,15.8,0,1,174
7.25,1.67,0.22,101,7006,439.1,14.6,0,1,188
7.46,1.35,0.33,202,8001,429.1,13.6,0,1,998
6.88,4.24,0.27,201,3007,490.4,22.2,1,1,5859
7.16,1.77,0.89,101,7013,391.7,11.6,1,1,177
6.67,1.39,1.0,202,8003,301.3,11.4,1,1,934
6.11,2.08,0.24,203,4006,789.1,12.3,1,1,3104
7.43,1.02,0.72,101,7013,364.0,10.9,0,1,174
6.29,2.88,0.27,201,4007,620.9,12.8,1,1,3343
7.29,1.69,0.96,402,7006,364.5,16.0,1,1,166
7.37,3.32,0.17,202,5003,848.8,22.3,1,1,3735
6.15,3.69,0.15,102,3015,469.0,25.6,1,1,2229
7.59,1.5,0.73,402,6002,262.8,19.9,0,1,147
7.24,1.48,0.59,101,7002,349.0,11.2,0,1,179
7.67,1.68,0.43,101,7004,386.4,11.5,0,1,185
7.31,3.19,0.49,306,2002,666.6,18.1,1,0,4682
6.85,2.89,0.21,102,3011,457.4,21.6,1,1,2165
7.11,3.37,0.69,202,2001,547.2,21.4,1,1,408
6.3,3.57,0.24,201,3004,389.6,21.6,1,1,5435
7.1,2.05,0.96,301,1009,483.0,12.0,0,1,319
8.04,1.71,0.65,402,7004,434.9,13.2,0,1,174
7.12,1.52,0.43,301,1006,347.9,13.0,0,1,315
5.93,3.18,0.3,203,5004,604.2,19.1,1,1,3639
7.48,3.77,0.3,203,4008,730.4,14.8,0,1,3672
6.55,1.62,0.71,301,1010,432.2,11.9,0,1,291
7.36,2.13,0.11,202,5004,648.5,19.4,1,1,3154
7.07,1.17,0.63,402,7009,297.9,14.8,1,0,161
6.93,1.51,0.35,202,8003,431.6,13.0,0,1,1018
7.99,0.91,0.73,101,7002,273.1,11.9,1,1,176
6.77,3.17,0.31,202,5001,612.2,19.5,1,1,3475
7.61,1.6,0.38,101,7009,327.9,14.2,0,1,193
7.45,1.68,0.75,301,1003,548.9,13.5,1,1,687
7.28,1.17,0.63,202,8001,439.3,12.2,0,1,882
8.39,1.17,0.23,402,6002,210.7,19.0,0,1,143
7.27,1.72,0.89,402,7006,319.2,12.0,1,1,173
8.35,1.45,0.51,402,6002,212.7,18.3,0,1,143
7.36,3.45,0.23,306,2011,639.2,20.1,1,1,5378
6.7,2.23,0.17,201,6003,876.2,14.4,1,0,297
6.94,3.89,0.35,204,3006,322.5,24.5,1,1,5931
6.98,2.33,0.41,301,2008,413.7,17.9,1,1,5179
7.25,2.16,0.25,306,2006,490.0,17.1,1,1,4870
6.36,2.59,0.21,203,4011,671.6,12.2,0,1,3379
7.28,1.18,0.7,101,7007,449.4,14.6,1,1,168
6.62,3.78,0.5,102,3002,329.5,21.1,1,1,1988
7.52,2.09,0.7,202,2008,669.6,21.4,1,1,5054
7.2,1.26,0.54,202,1005,529.3,10.0,1,0,607
8.27,1.1,0.75,402,7003,326.1,12.0,0,1,184
6.86,2.91,0.3,203,4015,661.6,14.9,1,1,3531
6.1,2.76,0.37,202,5002,898.9,19.7,0,1,3380
5.5,3.83,0.27,201,4002,857.2,12.7,1,1,3812
6.72,3.2,0.16,202,5004,872.3,19.1,0,1,3442
7.09,3.33,0.69,306,2009,653.9,17.0,1,1,5684
6.93,3.79,0.36,201,6004,1159.3,12.1,0,1,356
7.83,1.51,0.3,101,7011,277.5,14.9,0,1,173
6.11,3.09,0.2,201,3018,495.4,24.9,1,1,2193
7.97,3.25,0.25,202,2010,567.7,16.5,1,1,5874
7.17,3.66,0.33,204,3012,357.2,25.5,1,1,2070
7.42,3.87,0.16,202,5003,668.8,22.8,1,1,3506
7.68,1.43,0.47,101,7004,300.2,14.7,1,1,190
7.16,3.13,0.24,204,3010,430.7,19.7,1,1,2209
8.2,1.71,0.96,402,7013,390.5,11.1,0,1,176
7.18,1.38,0.84,101,7002,436.7,13.1,0,1,185
8.07,1.45,0.9,101,7006,448.9,14.5,0,1,170
7.44,1.76,0.56,101,7009,268.3,12.0,0,0,153
7.1,3.73,0.1,201,5004,609.1,19.6,0,1,3544
6.67,2.82,0.33,204,3016,471.5,26.0,1,0,1850
8.0,3.09,0.74,202,2011,696.1,17.0,1,1,5577
7.14,1.37,0.3,301,1006,450.3,11.7,0,1,289
7.82,1.75,0.28,402,6002,390.2,23.5,0,1,150
6.9,1.94,0.42,202,8003,277.4,15.2,0,1,1068
7.2,2.82,0.38,204,3010,280.4,20.8,1,1,1871
7.28,1.96,0.27,202,8001,308.5,11.7,0,1,1060
6.68,4.13,0.31,201,3003,267.8,22.1,1,1,2092
6.93,3.06,0.13,201,4007,828.1,14.3,1,1,3292
8.12,1.53,0.76,402,7005,371.4,14.3,0,1,180
7.6,1.44,0.56,402,7003,405.1,14.0,0,1,183
7.02,0.81,0.29,402,7008,267.1,10.6,0,1,177
6.42,4.49,0.44,201,3008,450.8,25.4,1,1,2280
8.02,0.84,0.61,402,7002,404.8,12.8,0,1,173
6.91,1.58,0.56,204,1007,488.3,12.0,0,1,295
7.19,1.31,0.45,402,7005,337.1,13.4,0,1,176
6.88,2.08,0.76,301,1001,386.8,13.2,0,1,293
7.53,2.81,0.7,301,2006,531.5,19.2,1,1,5275
6.64,3.57,0.16,102,3007,433.0,25.7,1,1,5805
6.1,2.08,0.42,201,3005,271.2,20.3,1,1,5423
6.88,1.95,0.72,204,1003,353.4,12.5,1,1,667
7.0,1.56,1.05,204,1005,339.7,12.8,0,1,278
6.37,3.72,0.11,201,4012,611.9,12.7,1,1,3555
7.18,2.42,0.52,202,2008,430.6,18.8,1,1,5277
7.41,2.88,0.3,306,2011,429.9,17.2,1,1,5273
5.58,3.9,0.24,202,5002,842.0,19.5,1,0,3396
7.77,1.3,0.36,204,1006,526.0,13.4,0,0,273
8.02,0.89,0.93,402,7002,352.5,11.4,0,1,172
6.32,2.69,0.33,202,4004,554.1,14.0,0,1,3201
7.76,1.51,1.11,202,1003,389.0,10.2,0,1,280
5.62,3.95,0.39,203,4006,538.8,13.4,0,1,3462
7.35,1.79,0.26,101,7008,257.8,15.8,0,1,197
8.08,1.1,0.53,101,7004,314.2,13.9,1,1,169
7.87,1.14,0.38,101,7011,303.0,14.3,0,1,174
7.79,1.53,0.94,301,1005,450.9,12.5,0,1,286
7.06,2.11,0.72,306,2001,639.1,14.1,1,1,360
7.01,3.19,0.11,102,3018,254.9,20.3,1,1,2109
7.72,2.11,0.47,204,1003,477.9,11.8,0,1,316
6.9,2.14,0.13,201,3005,289.3,22.9,1,1,5436
8.09,1.1,0.65,101,7008,374.6,14.9,0,1,180
7.07,1.67,0.52,101,7013,261.7,11.7,0,1,190
6.97,3.93,0.31,102,3016,405.4,23.3,1,1,2237
7.56,1.22,0.61,204,1009,506.3,11.8,0,1,307
7.38,1.89,0.5,402,7012,374.1,12.4,1,1,187
6.58,3.18,0.25,102,3013,351.9,21.2,1,1,2151
6.78,1.55,1.12,202,1007,306.1,11.1,1,1,664
7.08,2.27,0.58,202,1011,471.5,10.6,1,1,741
8.05,1.75,0.56,402,7007,267.4,12.4,0,0,171
7.01,2.39,0.7,306,2009,680.2,15.1,1,1,4889
7.4,2.3,0.47,301,2006,638.0,19.3,1,1,5349
7.86,1.16,0.56,402,7007,284.9,15.3,1,1,179
7.4,2.84,0.28,203,4002,647.6,15.2,0,1,3459
7.25,0.81,0.33,402,7007,421.8,14.7,0,1,173
7.15,4.01,0.37,204,3007,357.8,23.6,1,1,5855
7.3,1.43,0.92,101,7003,286.9,12.9,0,1,175
6.04,3.85,0.16,202,4009,850.7,15.2,1,1,3812
7.0,4.19,0.44,204,3010,297.2,22.8,1,0,1803
7.76,0.85,0.32,402,7009,444.7,12.7,0,1,172
6.7,3.91,0.47,201,3011,261.3,21.8,1,1,2097
6.18,3.08,0.11,204,3014,328.1,18.4,1,1,2036
7.42,2.97,0.65,301,2006,658.6,16.6,1,1,5406
7.91,2.17,0.55,306,2005,518.9,21.5,1,1,5210
6.96,2.85,0.31,202,6004,912.3,13.0,0,1,319
6.68,3.33,0.38,201,4009,564.9,13.2,0,1,3607
6.56,3.94,0.11,201,3011,306.7,20.0,1,1,2157
7.17,1.46,0.24,101,7009,389.3,11.2,0,1,193
6.93,1.78,0.94,301,1009,370.3,12.4,1,1,620
7.65,3.18,0.54,306,2002,483.4,15.2,1,1,5117
6.08,3.91,0.23,102,3011,449.4,19.8,1,1,2242
6.33,3.05,0.28,201,4001,705.5,13.5,1,1,3525
6.69,3.46,0.25,202,6003,744.2,14.5,1,0,333
6.16,2.7,0.12,203,4015,761.9,14.9,1,1,3594
6.61,1.88,0.76,202,1009,495.9,13.9,1,1,676
5.18,2.74,0.2,203,4016,1364.4,13.3,0,1,3247
7.45,1.27,0.61,402,7010,401.1,12.5,0,1,186
7.85,3.37,0.21,306,2006,572.2,17.8,0,1,5919
7.21,1.6,0.48,202,1004,535.4,13.5,1,0,616
7.01,1.08,0.45,202,8001,439.2,15.7,0,1,893
7.97,3.02,0.75,306,2010,436.6,14.6,1,1,5121
6.09,3.59,0.3,201,6003,810.5,13.6,1,1,347
7.48,2.75,0.76,301,2009,433.8,20.6,1,1,5075
7.43,1.65,0.59,101,7007,429.2,11.3,1,1,182
